Id,FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
0500000US06013,6013,"Contra Costa County, California",1052827,675793,97476,4018,154703,5017
0500000US06017,6017,"El Dorado County, California",181194,161909,1373,2028,6096,181
0500000US06019,6019,"Fresno County, California",933248,552315,47593,8596,88341,1166
0500000US06023,6023,"Humboldt County, California",134794,111423,1531,8726,2662,719
0500000US06025,6025,"Imperial County, California",175234,97711,5809,4025,2831,40
0500000US06029,6029,"Kern County, California",842207,604198,47411,10337,32736,610
0500000US06031,6031,"Kings County, California",153174,116707,11632,1944,6460,62
0500000US06033,6033,"Lake County, California",64771,53179,1494,852,510,0
0500000US06037,6037,"Los Angeles County, California",9830420,5186303,833712,42060,1356425,23605
0500000US06039,6039,"Madera County, California",151408,127117,5884,2083,3674,167
0500000US06041,6041,"Marin County, California",252916,200463,7349,821,13928,586
0500000US06045,6045,"Mendocino County, California",87828,71283,1178,4964,1704,353
0500000US06047,6047,"Merced County, California",256778,190740,10030,1626,20406,77
0500000US06053,6053,"Monterey County, California",416682,323160,11888,7001,25324,2342
0500000US06055,6055,"Napa County, California",136858,113086,2947,555,9943,177
0500000US06057,6057,"Nevada County, California",98794,92399,269,964,1468,501
0500000US06059,6059,"Orange County, California",3018963,1847904,49754,11467,545758,10460
0500000US06061,6061,"Placer County, California",350048,291215,4488,3940,20678,1182
0500000US06065,6065,"Riverside County, California",2203332,1485062,135262,20934,133094,8075
0500000US06067,6067,"Sacramento County, California",1421959,858281,144245,14094,203260,14055
0500000US06071,6071,"San Bernardino County, California",2042441,1313582,179225,19997,128660,6446
0500000US06073,6073,"San Diego County, California",3105989,2222991,154579,18485,335190,12806
0500000US06075,6075,"San Francisco County, California",805463,414524,49349,3985,269050,3465
0500000US06077,6077,"San Joaquin County, California",687744,421928,48254,10037,97726,3342
0500000US06079,6079,"San Luis Obispo County, California",270113,222650,6650,2294,8603,70
0500000US06081,6081,"San Mateo County, California",720162,424098,17657,3444,179613,10988
0500000US06083,6083,"Santa Barbara County, California",424712,330859,8155,4318,21684,142
0500000US06085,6085,"Santa Clara County, California",1787694,893169,47352,9865,574646,6505
0500000US06087,6087,"Santa Cruz County, California",263054,209669,2153,1690,12434,379
0500000US06089,6089,"Shasta County, California",177291,155807,1465,3614,3898,498
0500000US06095,6095,"Solano County, California",414305,218365,62724,2332,60726,3863
0500000US06097,6097,"Sonoma County, California",485120,403280,8074,7444,19691,2058
0500000US06099,6099,"Stanislaus County, California",515358,402852,13809,5140,24829,3562
0500000US06101,6101,"Sutter County, California",94806,61865,1038,1265,13311,130
0500000US06107,6107,"Tulare County, California",443688,351635,6993,4672,13798,136
0500000US06111,6111,"Ventura County, California",825706,617950,14540,6745,57452,1251
0500000US06113,6113,"Yolo County, California",201190,137164,4827,1764,25393,1145
0500000US06115,6115,"Yuba County, California",72388,50356,2134,1015,5381,280
0500000US08001,8001,"Adams County, Colorado",443715,342606,13965,5872,15516,567
0500000US08005,8005,"Arapahoe County, Colorado",575022,428022,54831,6480,29020,978
0500000US08013,8013,"Boulder County, Colorado",295166,256417,2443,1071,11160,45
0500000US08031,8031,"Denver County, Colorado",604414,422070,60957,7125,19267,321
0500000US08035,8035,"Douglas County, Colorado",287003,263244,2807,791,9941,0
0500000US08041,8041,"El Paso County, Colorado",626928,509425,37962,4254,14088,1373
0500000US08059,8059,"Jefferson County, Colorado",535533,488173,5873,3492,14028,65
0500000US08069,8069,"Larimer County, Colorado",300637,274040,2881,1563,5462,516
0500000US08077,8077,"Mesa County, Colorado",146313,132485,594,627,786,337
0500000US08101,8101,"Pueblo County, Colorado",159477,124415,2125,4106,1457,308
0500000US08123,8123,"Weld County, Colorado",254270,226673,2241,3012,3269,88
0500000US09001,9001,"Fairfield County, Connecticut",918714,698323,99218,653,41247,172
0500000US09003,9003,"Hartford County, Connecticut",894478,652520,116085,1581,37256,465
0500000US09005,9005,"Litchfield County, Connecticut",189840,178234,2545,98,3352,0
0500000US09007,9007,"Middlesex County, Connecticut",165697,147306,7411,107,4721,227
0500000US09009,9009,"New Haven County, Connecticut",862989,648497,108896,903,29897,264
0500000US09011,9011,"New London County, Connecticut",274055,225939,17068,1649,12096,94
0500000US09013,9013,"Tolland County, Connecticut",152781,137364,3525,210,4494,0
0500000US09015,9015,"Windham County, Connecticut",118519,109773,2132,433,1275,95
0500000US10001,10001,"Kent County, Delaware",162912,113421,39221,608,2546,506
0500000US10003,10003,"New Castle County, Delaware",538986,361817,127421,1251,23320,685
0500000US10005,10005,"Sussex County, Delaware",197871,160814,24984,611,1616,0
0500000US11001,11001,"District of Columbia, District of Columbia",604453,242905,309221,1927,21552,233
0500000US12001,12001,"Alachua County, Florida",247497,173152,50685,681,13770,133
0500000US12005,12005,"Bay County, Florida",169272,139787,15522,1093,3595,0
0500000US12009,12009,"Brevard County, Florida",543573,454992,54868,2290,10813,55
0500000US12011,12011,"Broward County, Florida",1753578,1120311,467234,5639,57701,1625
0500000US12015,12015,"Charlotte County, Florida",159990,145371,8963,714,2086,0
0500000US12017,12017,"Citrus County, Florida",141129,130843,4321,558,2291,0
0500000US12019,12019,"Clay County, Florida",191395,157546,18662,1316,5198,0
0500000US12021,12021,"Collier County, Florida",322472,276760,21018,647,3668,135
0500000US12023,12023,"Columbia County, Florida",67597,53059,11221,339,323,0
0500000US12031,12031,"Duval County, Florida",865876,537164,258220,1872,34581,252
0500000US12033,12033,"Escambia County, Florida",298043,206942,68492,1469,7603,581
0500000US12035,12035,"Flagler County, Florida",95928,77731,10088,283,2300,396
0500000US12053,12053,"Hernando County, Florida",173008,154561,8854,399,1354,314
0500000US12055,12055,"Highlands County, Florida",98700,83683,10013,1471,936,0
0500000US12057,12057,"Hillsborough County, Florida",1233846,900163,206976,13631,42861,676
0500000US12061,12061,"Indian River County, Florida",138268,121743,12161,0,1607,39
0500000US12069,12069,"Lake County, Florida",297950,250116,28119,668,5456,416
0500000US12071,12071,"Lee County, Florida",620151,521246,51757,1501,8790,51
0500000US12073,12073,"Leon County, Florida",276058,176265,84066,1052,7843,76
0500000US12081,12081,"Manatee County, Florida",323435,270808,27315,746,5374,483
0500000US12083,12083,"Marion County, Florida",331290,268707,40445,768,4449,233
0500000US12085,12085,"Martin County, Florida",146393,128510,8775,1765,904,0
0500000US12086,12086,"Miami-Dade County, Florida",2505379,1868386,473913,4418,39304,110
0500000US12087,12087,"Monroe County, Florida",73269,66452,5116,0,469,106
0500000US12089,12089,"Nassau County, Florida",73473,66727,5174,110,804,0
0500000US12091,12091,"Okaloosa County, Florida",180728,147332,18816,1557,5568,0
0500000US12095,12095,"Orange County, Florida",1149500,771363,235509,3960,50781,2057
0500000US12097,12097,"Osceola County, Florida",269837,204256,30497,663,7144,0
0500000US12099,12099,"Palm Beach County, Florida",1323394,1012795,227646,1793,31726,822
0500000US12101,12101,"Pasco County, Florida",465543,418862,19400,995,10894,56
0500000US12103,12103,"Pinellas County, Florida",916719,767402,93698,1960,27525,796
0500000US12105,12105,"Polk County, Florida",602788,474407,88910,2085,10309,238
0500000US12107,12107,"Putnam County, Florida",74262,57959,12503,226,189,0
0500000US12109,12109,"St. Johns County, Florida",191323,171523,11124,413,4506,0
0500000US12111,12111,"St. Lucie County, Florida",278689,200827,52476,2282,4340,62
0500000US12113,12113,"Santa Rosa County, Florida",151966,134056,7191,1906,3347,591
0500000US12115,12115,"Sarasota County, Florida",379874,345691,15233,498,5460,205
0500000US12117,12117,"Seminole County, Florida",423508,343364,45072,836,15494,484
0500000US12119,12119,"Sumter County, Florida",94074,82417,9659,170,422,56
0500000US12127,12127,"Volusia County, Florida",494527,399268,52051,1195,7912,90
0500000US13013,13013,"Barrow County, Georgia",69731,57658,6795,0,1903,0
0500000US13015,13015,"Bartow County, Georgia",100195,82105,9757,535,524,0
0500000US13021,13021,"Bibb County, Georgia",155715,68535,80074,0,2456,0
0500000US13031,13031,"Bulloch County, Georgia",70729,46391,19150,368,1214,0
0500000US13045,13045,"Carroll County, Georgia",110661,84940,20895,529,259,0
0500000US13051,13051,"Chatham County, Georgia",265871,143679,107713,594,6883,0
0500000US13057,13057,"Cherokee County, Georgia",215129,187697,12135,1239,3649,164
0500000US13059,13059,"Clarke County, Georgia",116668,75983,30303,0,4595,0
0500000US13063,13063,"Clayton County, Georgia",259623,51358,170321,400,13039,0
0500000US13067,13067,"Cobb County, Georgia",690063,430438,173254,1543,32618,461
0500000US13073,13073,"Columbia County, Georgia",124815,96586,19415,0,5488,262
0500000US13077,13077,"Coweta County, Georgia",127955,99178,21421,0,899,0
0500000US13089,13089,"DeKalb County, Georgia",692902,247200,377250,1005,35409,106
0500000US13095,13095,"Dougherty County, Georgia",94577,27643,63916,161,821,0
0500000US13097,13097,"Douglas County, Georgia",132722,71647,53709,105,2152,0
0500000US13113,13113,"Fayette County, Georgia",106945,77111,20906,171,3835,56
0500000US13115,13115,"Floyd County, Georgia",96274,77501,13561,525,1382,0
0500000US13117,13117,"Forsyth County, Georgia",176738,152837,5168,380,10461,0
0500000US13121,13121,"Fulton County, Georgia",926197,417846,408101,1579,53531,235
0500000US13127,13127,"Glynn County, Georgia",79816,53367,20797,0,1047,0
0500000US13135,13135,"Gwinnett County, Georgia",808719,433708,189942,1492,86731,392
0500000US13139,13139,"Hall County, Georgia",180253,146382,13282,683,3209,0
0500000US13151,13151,"Henry County, Georgia",205265,114505,76189,783,6057,57
0500000US13153,13153,"Houston County, Georgia",140713,88300,40424,83,2833,0
0500000US13185,13185,"Lowndes County, Georgia",109734,63349,40027,329,1633,0
0500000US13215,13215,"Muscogee County, Georgia",190417,89801,85792,456,4564,118
0500000US13217,13217,"Newton County, Georgia",100086,53916,41794,0,1117,0
0500000US13223,13223,"Paulding County, Georgia",142741,112960,24581,279,1177,0
0500000US13245,13245,"Richmond County, Georgia",201005,80319,109281,830,3122,4
0500000US13247,13247,"Rockdale County, Georgia",85434,39693,40466,0,1183,0
0500000US13285,13285,"Troup County, Georgia",67187,42052,22274,91,1123,0
0500000US13313,13313,"Whitfield County, Georgia",102934,87448,4218,304,1043,0
0500000US15001,15001,"Hawaii County, Hawaii",185406,60066,919,248,42637,22301
0500000US15003,15003,"Honolulu County, Hawaii",955775,199174,18727,1781,424855,91659
0500000US15007,15007,"Kauai County, Hawaii",67226,22300,146,141,24400,6183
0500000US15009,15009,"Maui County, Hawaii",155170,54002,553,490,39045,14727
0500000US16001,16001,"Ada County, Idaho",393531,364208,4251,1966,10425,319
0500000US16005,16005,"Bannock County, Idaho",83071,75832,343,3986,631,205
0500000US16019,16019,"Bonneville County, Idaho",104592,94487,542,460,525,63
0500000US16027,16027,"Canyon County, Idaho",189428,171500,590,3354,1520,0
0500000US16055,16055,"Kootenai County, Idaho",138901,132055,368,1295,1417,142
0500000US16083,16083,"Twin Falls County, Idaho",77517,70362,777,616,216,0
0500000US17001,17001,"Adams County, Illinois",67120,62572,2080,100,472,0
0500000US17019,17019,"Champaign County, Illinois",201332,151546,25440,424,18772,0
0500000US17031,17031,"Cook County, Illinois",5200950,2934502,1286124,13614,327243,1207
0500000US17037,17037,"DeKalb County, Illinois",105201,87662,7070,92,2193,0
0500000US17043,17043,"DuPage County, Illinois",918764,739788,41839,2160,92698,215
0500000US17089,17089,"Kane County, Illinois",516499,389075,29807,567,17144,0
0500000US17091,17091,"Kankakee County, Illinois",113502,88593,16913,88,1052,117
0500000US17093,17093,"Kendall County, Illinois",115304,96733,5786,413,3598,0
0500000US17097,17097,"Lake County, Illinois",704596,534923,47676,2750,43085,137
0500000US17099,17099,"LaSalle County, Illinois",113840,107332,2496,243,294,0
0500000US17111,17111,"McHenry County, Illinois",309192,275388,3394,1027,8534,0
0500000US17113,17113,"McLean County, Illinois",169832,142789,11482,359,7599,0
0500000US17115,17115,"Macon County, Illinois",110715,87995,18294,26,1053,0
0500000US17119,17119,"Madison County, Illinois",269271,238500,21732,541,2185,92
0500000US17143,17143,"Peoria County, Illinois",186311,140899,33902,334,5871,0
0500000US17161,17161,"Rock Island County, Illinois",147517,118053,14665,223,1805,117
0500000US17163,17163,"St. Clair County, Illinois",270419,174665,84343,551,2756,92
0500000US17167,17167,"Sangamon County, Illinois",197822,164836,24123,322,3331,0
0500000US17179,17179,"Tazewell County, Illinois",135433,130452,788,104,773,0
0500000US17183,17183,"Vermilion County, Illinois",81551,67628,11092,142,253,0
0500000US17197,17197,"Will County, Illinois",678697,521806,74110,1465,30751,758
0500000US17201,17201,"Winnebago County, Illinois",295127,239693,37195,700,7221,204
0500000US18003,18003,"Allen County, Indiana",355856,285016,41854,1339,9225,191
0500000US18005,18005,"Bartholomew County, Indiana",76855,70460,998,400,2910,0
0500000US18019,18019,"Clark County, Indiana",110610,99099,7846,0,997,0
0500000US18035,18035,"Delaware County, Indiana",117669,105282,6661,471,1297,0
0500000US18039,18039,"Elkhart County, Indiana",197646,171988,11533,746,2213,0
0500000US18043,18043,"Floyd County, Indiana",74679,68034,3051,84,771,0
0500000US18057,18057,"Hamilton County, Indiana",276390,245050,10479,148,13726,102
0500000US18063,18063,"Hendricks County, Indiana",145867,132270,6815,136,2742,58
0500000US18067,18067,"Howard County, Indiana",82770,72850,5759,256,226,49
0500000US18081,18081,"Johnson County, Indiana",140009,131993,1758,389,2628,0
0500000US18085,18085,"Kosciusko County, Indiana",77368,71215,775,114,745,0
0500000US18089,18089,"Lake County, Indiana",495981,307589,127808,1321,6123,195
0500000US18091,18091,"LaPorte County, Indiana",111465,96035,11240,229,889,18
0500000US18095,18095,"Madison County, Indiana",131642,116873,8480,54,649,60
0500000US18097,18097,"Marion County, Indiana",904878,583370,240872,2710,19262,0
0500000US18105,18105,"Monroe County, Indiana",138422,122044,4042,278,7755,0
0500000US18127,18127,"Porter County, Indiana",164592,152730,5607,668,2249,0
0500000US18141,18141,"St. Joseph County, Indiana",266961,216020,34494,1572,5071,133
0500000US18157,18157,"Tippecanoe County, Indiana",172963,148398,7068,267,10781,155
0500000US18163,18163,"Vanderburgh County, Indiana",179833,155711,16937,177,1712,0
0500000US18167,18167,"Vigo County, Indiana",107958,95333,7728,437,1869,0
0500000US18177,18177,"Wayne County, Indiana",68853,62347,1591,78,704,0
0500000US19013,19013,"Black Hawk County, Iowa",131221,113132,12389,283,1996,0
0500000US19049,19049,"Dallas County, Iowa",66616,60400,710,56,1379,0
0500000US19103,19103,"Johnson County, Iowa",131225,112906,6180,314,6901,97
0500000US19113,19113,"Linn County, Iowa",211501,191878,10079,251,3625,0
0500000US19153,19153,"Polk County, Iowa",432260,367629,25548,1692,15837,165
0500000US19155,19155,"Pottawattamie County, Iowa",93359,87262,1062,282,661,0
0500000US19163,19163,"Scott County, Iowa",165841,143328,12678,463,3130,0
0500000US19169,19169,"Story County, Iowa",89575,79734,2453,91,5595,0
0500000US19193,19193,"Woodbury County, Iowa",102407,84949,3357,1962,2699,0
0500000US20015,20015,"Butler County, Kansas",65923,61009,506,567,1043,0
0500000US20045,20045,"Douglas County, Kansas",111130,93593,4124,2912,3869,0
0500000US20091,20091,"Johnson County, Kansas",545876,477638,23206,1630,22914,233
0500000US20103,20103,"Leavenworth County, Kansas",73749,61094,7296,904,1169,0
0500000US20161,20161,"Riley County, Kansas",71481,60851,3242,477,3285,172
0500000US20173,20173,"Sedgwick County, Kansas",499393,388398,45557,3867,20864,46
0500000US20177,20177,"Shawnee County, Kansas",178301,141970,14882,1969,2416,73
0500000US20209,20209,"Wyandotte County, Kansas",157845,100987,40455,1234,4046,0
0500000US21047,21047,"Christian County, Kentucky",74179,54359,15320,819,978,649
0500000US21059,21059,"Daviess County, Kentucky",96762,88667,4699,134,550,23
0500000US21067,21067,"Fayette County, Kentucky",296765,226025,40708,837,9693,240
0500000US21093,21093,"Hardin County, Kentucky",106933,86118,14340,473,1475,267
0500000US21111,21111,"Jefferson County, Kentucky",742172,549615,152728,1292,16731,184
0500000US21117,21117,"Kenton County, Kentucky",159876,146062,8347,63,1604,0
0500000US21145,21145,"McCracken County, Kentucky",65539,55871,6924,289,311,0
0500000US21227,21227,"Warren County, Kentucky",114172,94066,10134,227,2870,0
0500000US22005,22005,"Ascension Parish, Louisiana",107891,78790,25039,192,1194,0
0500000US22015,22015,"Bossier Parish, Louisiana",117522,86274,24645,757,1703,0
0500000US22017,22017,"Caddo Parish, Louisiana",255543,124691,119913,944,2572,1248
0500000US22019,22019,"Calcasieu Parish, Louisiana",193230,137331,48634,872,2208,295
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",440909,216628,199335,545,12502,49
0500000US22045,22045,"Iberia Parish, Louisiana",73236,45726,23082,1081,1628,0
0500000US22051,22051,"Jefferson Parish, Louisiana",432449,273098,115152,2660,17327,194
0500000US22055,22055,"Lafayette Parish, Louisiana",222051,157362,57888,361,3780,384
0500000US22057,22057,"Lafourche Parish, Louisiana",96328,76660,12347,1955,647,0
0500000US22071,22071,"Orleans Parish, Louisiana",347858,114660,207696,1536,9420,217
0500000US22073,22073,"Ouachita Parish, Louisiana",153910,92953,56479,247,1355,0
0500000US22079,22079,"Rapides Parish, Louisiana",131779,83547,42846,1027,1493,118
0500000US22097,22097,"St. Landry Parish, Louisiana",83454,46866,34507,110,376,0
0500000US22103,22103,"St. Tammany Parish, Louisiana",234568,195521,25631,1279,2788,1653
0500000US22105,22105,"Tangipahoa Parish, Louisiana",121425,81819,37125,350,827,0
0500000US22109,22109,"Terrebonne Parish, Louisiana",111861,78183,21914,6649,453,0
0500000US23001,23001,"Androscoggin County, Maine",107623,100086,2778,375,347,150
0500000US23003,23003,"Aroostook County, Maine",71720,68409,409,1109,38,133
0500000US23005,23005,"Cumberland County, Maine",281457,262354,7344,857,6504,68
0500000US23011,23011,"Kennebec County, Maine",122143,118085,959,534,1100,99
0500000US23019,23019,"Penobscot County, Maine",153849,146621,699,1399,1191,0
0500000US23031,23031,"York County, Maine",197216,190369,1174,555,2013,0
0500000US24001,24001,"Allegany County, Maryland",75021,66714,5974,33,562,47
0500000US24003,24003,"Anne Arundel County, Maryland",539198,408097,82494,1248,19552,605
0500000US24005,24005,"Baltimore County, Maryland",805709,524069,208987,1970,40974,74
0500000US24009,24009,"Calvert County, Maryland",88936,72048,12696,149,997,0
0500000US24013,24013,"Carroll County, Maryland",167241,155049,5342,315,2285,0
0500000US24017,24017,"Charles County, Maryland",147086,75201,60686,1174,3821,0
0500000US24021,24021,"Frederick County, Maryland",234122,193390,17970,1650,9609,621
0500000US24025,24025,"Harford County, Maryland",245177,199819,32280,327,5397,154
0500000US24027,24027,"Howard County, Maryland",288376,180249,51247,262,41916,193
0500000US24031,24031,"Montgomery County, Maryland",976203,556937,168254,3193,134144,63
0500000US24033,24033,"Prince George's County, Maryland",865271,196257,557967,2159,35794,163
0500000US24037,24037,"St. Mary's County, Maryland",105786,84062,15018,502,2533,0
0500000US24043,24043,"Washington County, Maryland",147558,126527,15273,532,1920,0
0500000US24045,24045,"Wicomico County, Maryland",98843,66835,24492,1579,2600,0
0500000US24510,24510,"Baltimore city, Maryland",620583,188657,392953,2389,14284,202
0500000US25001,25001,"Barnstable County, Massachusetts",215937,202102,4984,859,2648,0
0500000US25003,25003,"Berkshire County, Massachusetts",131144,121430,3857,235,1230,0
0500000US25005,25005,"Bristol County, Massachusetts",548612,491080,19663,1333,10357,76
0500000US25009,25009,"Essex County, Massachusetts",744644,611273,24421,972,24298,0
0500000US25011,25011,"Franklin County, Massachusetts",71369,67799,768,284,970,0
0500000US25013,25013,"Hampden County, Massachusetts",463678,360805,40221,2278,8851,0
0500000US25015,25015,"Hampshire County, Massachusetts",158094,141216,4000,57,7752,88
0500000US25017,25017,"Middlesex County, Massachusetts",1506008,1217846,69373,2004,139457,309
0500000US25021,25021,"Norfolk County, Massachusetts",672376,554256,40647,783,60312,109
0500000US25023,25023,"Plymouth County, Massachusetts",495780,428075,42551,1445,5995,67
0500000US25025,25025,"Suffolk County, Massachusetts",723323,402627,159797,1641,59772,133
0500000US25027,25027,"Worcester County, Massachusetts",799553,698241,31415,1538,31148,301
0500000US26005,26005,"Allegan County, Michigan",111503,104783,1127,1227,673,0
0500000US26017,26017,"Bay County, Michigan",107703,101624,929,545,591,0
0500000US26021,26021,"Berrien County, Michigan",156805,122420,23948,853,2798,0
0500000US26025,26025,"Calhoun County, Michigan",136072,112647,13011,1126,2260,0
0500000US26037,26037,"Clinton County, Michigan",75426,70519,1132,313,1364,105
0500000US26045,26045,"Eaton County, Michigan",107838,95457,6081,262,1739,0
0500000US26049,26049,"Genesee County, Michigan",424926,318914,84645,1826,4109,454
0500000US26055,26055,"Grand Traverse County, Michigan",87043,82581,1236,1388,451,0
0500000US26065,26065,"Ingham County, Michigan",280812,215219,31161,1068,14458,0
0500000US26073,26073,"Isabella County, Michigan",70334,62521,1957,2768,1202,43
0500000US26075,26075,"Jackson County, Michigan",160201,140395,13823,413,1400,0
0500000US26077,26077,"Kalamazoo County, Michigan",250738,207731,29580,1499,5054,76
0500000US26081,26081,"Kent County, Michigan",603219,497807,58998,3111,14427,0
0500000US26087,26087,"Lapeer County, Michigan",88210,84796,974,108,436,0
0500000US26091,26091,"Lenawee County, Michigan",99763,92956,2059,494,372,0
0500000US26093,26093,"Livingston County, Michigan",180972,175007,880,618,1125,88
0500000US26099,26099,"Macomb County, Michigan",841126,715853,74275,2716,25870,195
0500000US26103,26103,"Marquette County, Michigan",67131,62890,1103,1387,372,0
0500000US26111,26111,"Midland County, Michigan",83592,78688,1130,347,1764,0
0500000US26115,26115,"Monroe County, Michigan",151932,144110,3372,380,702,23
0500000US26121,26121,"Muskegon County, Michigan",172068,138417,23567,671,1151,26
0500000US26125,26125,"Oakland County, Michigan",1203012,934779,161172,2706,68082,470
0500000US26139,26139,"Ottawa County, Michigan",264055,234930,2870,730,7344,0
0500000US26145,26145,"Saginaw County, Michigan",199911,150235,36710,941,2407,0
0500000US26147,26147,"St. Clair County, Michigan",162789,153084,3603,469,789,0
0500000US26155,26155,"Shiawassee County, Michigan",70606,68712,294,222,85,144
0500000US26159,26159,"Van Buren County, Michigan",76186,66511,3435,310,151,0
0500000US26161,26161,"Washtenaw County, Michigan",345290,255658,42799,1891,27481,61
0500000US26163,26163,"Wayne County, Michigan",1815734,950824,735527,6271,45784,246
0500000US27003,27003,"Anoka County, Minnesota",331302,289932,14256,1815,12868,58
0500000US27019,27019,"Carver County, Minnesota",91361,84256,1082,95,2288,0
0500000US27037,27037,"Dakota County, Minnesota",399100,339792,18091,1942,16031,253
0500000US27053,27053,"Hennepin County, Minnesota",1154623,880427,133144,8903,71618,447
0500000US27109,27109,"Olmsted County, Minnesota",144509,125265,6527,87,7089,72
0500000US27123,27123,"Ramsey County, Minnesota",509320,367116,56680,2927,58585,247
0500000US27137,27137,"St. Louis County, Minnesota",200155,186665,3189,5431,1695,0
0500000US27139,27139,"Scott County, Minnesota",130487,113330,3931,782,7285,0
0500000US27141,27141,"Sherburne County, Minnesota",88691,83374,2164,597,1372,38
0500000US27145,27145,"Stearns County, Minnesota",150785,139100,4555,608,3079,41
0500000US27163,27163,"Washington County, Minnesota",238844,210874,7738,770,13119,114
0500000US27171,27171,"Wright County, Minnesota",125118,118444,1232,269,1511,0
0500000US28033,28033,"DeSoto County, Mississippi",161746,118690,32265,688,2252,34
0500000US28035,28035,"Forrest County, Mississippi",75113,45070,27390,88,366,0
0500000US28047,28047,"Harrison County, Mississippi",187785,133729,40596,882,5829,78
0500000US28049,28049,"Hinds County, Mississippi",245629,69889,171395,317,1872,0
0500000US28059,28059,"Jackson County, Mississippi",139698,102283,30931,0,2977,0
0500000US28075,28075,"Lauderdale County, Mississippi",80229,44732,32856,360,255,0
0500000US28089,28089,"Madison County, Mississippi",95552,53618,36701,0,2103,0
0500000US28121,28121,"Rankin County, Mississippi",142018,110753,27400,235,1817,0
0500000US29019,29019,"Boone County, Missouri",163232,134827,15326,697,6320,172
0500000US29021,29021,"Buchanan County, Missouri",89144,79495,5559,327,662,0
0500000US29037,29037,"Cass County, Missouri",99723,92606,3751,551,703,0
0500000US29043,29043,"Christian County, Missouri",77825,75300,378,239,296,0
0500000US29047,29047,"Clay County, Missouri",222718,196809,12208,384,4203,0
0500000US29051,29051,"Cole County, Missouri",76182,64159,8950,204,988,0
0500000US29077,29077,"Greene County, Missouri",275414,252101,8466,1243,4065,0
0500000US29095,29095,"Jackson County, Missouri",675259,450844,161985,2196,11138,1582
0500000US29097,29097,"Jasper County, Missouri",117770,105457,1964,1393,511,0
0500000US29099,29099,"Jefferson County, Missouri",219084,212007,1586,170,892,343
0500000US29165,29165,"Platte County, Missouri",89677,77261,5423,632,2471,662
0500000US29183,29183,"St. Charles County, Missouri",361602,328556,17424,531,8363,0
0500000US29189,29189,"St. Louis County, Missouri",998881,704183,232206,2709,33407,122
0500000US29510,29510,"St. Louis city, Missouri",319156,143898,157759,535,8717,0
0500000US30013,30013,"Cascade County, Montana",81519,73749,1180,3734,542,23
0500000US30029,30029,"Flathead County, Montana",90901,86827,0,1294,567,17
0500000US30031,30031,"Gallatin County, Montana",89658,86081,93,456,964,171
0500000US30063,30063,"Missoula County, Montana",109494,102404,536,2897,822,101
0500000US30111,30111,"Yellowstone County, Montana",148432,134970,846,5911,1334,0
0500000US31055,31055,"Douglas County, Nebraska",518777,415156,58133,3914,11681,605
0500000US31109,31109,"Lancaster County, Nebraska",286141,255495,9607,1481,10629,1216
0500000US31153,31153,"Sarpy County, Nebraska",159709,141934,6139,787,3051,284
0500000US32003,32003,"Clark County, Nevada",1954260,1327507,202325,9340,170349,14429
0500000US32031,32031,"Washoe County, Nevada",422528,353076,10790,6919,22095,870
0500000US33005,33005,"Cheshire County, New Hampshire",77049,73953,252,166,1156,0
0500000US33009,33009,"Grafton County, New Hampshire",89108,83051,725,112,2418,0
0500000US33011,33011,"Hillsborough County, New Hampshire",401057,365537,7352,1160,13777,191
0500000US33013,33013,"Merrimack County, New Hampshire",146400,139922,1859,226,2295,15
0500000US33015,33015,"Rockingham County, New Hampshire",295360,282953,2878,349,4807,91
0500000US33017,33017,"Strafford County, New Hampshire",123198,115079,1068,212,3027,0
0500000US34001,34001,"Atlantic County, New Jersey",274685,184736,44005,554,21383,716
0500000US34003,34003,"Bergen County, New Jersey",906541,666546,49811,2061,131089,0
0500000US34005,34005,"Burlington County, New Jersey",449149,334694,74845,536,19499,141
0500000US34007,34007,"Camden County, New Jersey",513607,325499,97319,2228,25859,34
0500000US34009,34009,"Cape May County, New Jersey",97253,88869,4034,1618,969,0
0500000US34011,34011,"Cumberland County, New Jersey",157149,97106,32075,1031,2062,0
0500000US34013,34013,"Essex County, New Jersey",784228,341723,319381,2659,36329,40
0500000US34015,34015,"Gloucester County, New Jersey",288581,239453,28775,412,7611,113
0500000US34017,34017,"Hudson County, New Jersey",635294,326560,82880,1336,84760,0
0500000US34019,34019,"Hunterdon County, New Jersey",128373,117555,3161,208,3973,102
0500000US34021,34021,"Mercer County, New Jersey",366789,229142,75871,786,32365,0
0500000US34023,34023,"Middlesex County, New Jersey",810986,515634,74513,1478,175464,228
0500000US34025,34025,"Monmouth County, New Jersey",630966,525380,46068,276,31260,0
0500000US34027,34027,"Morris County, New Jersey",492694,406190,15971,736,43945,0
0500000US34029,34029,"Ocean County, New Jersey",577603,525207,16710,106,8863,321
0500000US34031,34031,"Passaic County, New Jersey",501860,340256,60731,1385,26289,0
0500000US34033,34033,"Salem County, New Jersey",66058,53833,10046,41,347,0
0500000US34035,34035,"Somerset County, New Jersey",324194,226154,27511,541,44609,206
0500000US34037,34037,"Sussex County, New Jersey",149239,140068,2844,297,2507,0
0500000US34039,34039,"Union County, New Jersey",537661,319203,115299,549,23293,599
0500000US34041,34041,"Warren County, New Jersey",108714,99477,4294,118,2601,0
