FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
5131,"Sebastian County, Arkansas",127793,93101,8645,1893,5547,74
5143,"Washington County, Arkansas",228049,174457,8608,2189,5402,4953
6001,"Alameda County, California",1647704,688067,174855,10122,483856,13865
6007,"Butte County, California",226864,187892,3563,2567,10665,811
6013,"Contra Costa County, California",1135127,658852,97413,3159,183849,4891
6017,"El Dorado County, California",185625,162495,1795,2379,8904,462
6019,"Fresno County, California",979915,640619,47646,10176,101993,1183
6023,"Humboldt County, California",136646,110795,1172,7228,4212,0
6025,"Imperial County, California",180883,110971,4122,1808,2731,301
6029,"Kern County, California",884788,642077,47668,11936,40615,3142
6031,"Kings County, California",149785,99706,10028,2083,5238,472
6033,"Lake County, California",64116,49293,914,2815,343,0
6037,"Los Angeles County, California",10137915,5093898,826516,65370,1474575,26104
6039,"Madera County, California",154697,109705,4535,3262,2748,312
6041,"Marin County, California",260651,200426,6114,274,13886,397
6045,"Mendocino County, California",87628,71202,412,3169,1125,231
6047,"Merced County, California",268672,149377,8492,2522,21156,32
6053,"Monterey County, California",435232,242774,11055,1903,24852,1086
6055,"Napa County, California",142166,110943,2718,1160,11301,269
6057,"Nevada County, California",99107,91701,197,490,1742,0
6059,"Orange County, California",3172532,1986194,53602,13443,637622,10791
6061,"Placer County, California",380531,309901,5796,2292,26369,392
6065,"Riverside County, California",2387741,1406044,152433,20442,149105,7583
6067,"Sacramento County, California",1514460,882763,148706,10265,230645,16214
6071,"San Bernardino County, California",2140096,1314742,182864,15077,152270,6381
6073,"San Diego County, California",3317749,2385470,165878,24980,389369,14356
6075,"San Francisco County, California",870887,404410,43468,3054,300409,1967
6077,"San Joaquin County, California",733709,417952,52126,5428,111547,4697
6079,"San Luis Obispo County, California",282887,238692,5167,2262,10989,28
6081,"San Mateo County, California",764797,388724,17413,3102,214801,10756
6083,"Santa Barbara County, California",446170,341741,8202,4863,24802,94
6085,"Santa Clara County, California",1919402,844820,47142,8787,683532,8602
6087,"Santa Cruz County, California",274673,203973,2908,1797,13692,43
6089,"Shasta County, California",179631,158293,1791,2942,6016,77
6095,"Solano County, California",440207,219084,64438,1568,66560,3713
6097,"Sonoma County, California",503070,371195,8632,4397,21487,1542
6099,"Stanislaus County, California",541560,395715,17096,3427,30615,3166
6101,"Sutter County, California",96651,69300,1672,653,14849,501
6107,"Tulare County, California",460437,340284,6167,6233,20506,908
6111,"Ventura County, California",849738,681115,14929,5746,60772,1787
6113,"Yolo County, California",215802,151935,5476,1835,30155,836
6115,"Yuba County, California",75275,56042,2331,1046,3656,1376
8001,"Adams County, Colorado",498187,402970,15865,7677,19783,425
8005,"Arapahoe County, Colorado",637068,452406,69336,3623,38563,1618
8013,"Boulder County, Colorado",322226,288623,3453,927,15560,209
8014,"Broomfield County, Colorado",66529,57480,727,316,3943,0
8031,"Denver County, Colorado",693060,522284,68262,5462,25721,410
8035,"Douglas County, Colorado",328632,294600,4667,1294,15524,205
8041,"El Paso County, Colorado",688284,552441,43539,3588,18301,3009
8059,"Jefferson County, Colorado",571837,519734,7314,3596,17174,273
8069,"Larimer County, Colorado",339993,307362,3351,2714,7489,516
8077,"Mesa County, Colorado",150083,140112,465,1384,1263,467
8101,"Pueblo County, Colorado",165123,133330,4192,8264,1310,127
8123,"Weld County, Colorado",294932,271892,3435,970,4523,0
9001,"Fairfield County, Connecticut",944177,696692,110693,2811,50381,695
9003,"Hartford County, Connecticut",892389,636425,120762,2763,45365,82
9005,"Litchfield County, Connecticut",182571,170796,3345,196,4476,0
9007,"Middlesex County, Connecticut",163329,145795,8763,5,4893,0
9009,"New Haven County, Connecticut",856875,635115,110901,1827,35579,423
9011,"New London County, Connecticut",269801,218961,15524,1730,12084,59
9013,"Tolland County, Connecticut",151118,134939,5338,0,7366,0
9015,"Windham County, Connecticut",116192,103169,3606,555,1806,0
10001,"Kent County, Delaware",174827,115964,43984,961,3125,9
10003,"New Castle County, Delaware",556987,361605,138491,1877,29993,981
10005,"Sussex County, Delaware",220251,181522,27436,1217,2528,1063
11001,"District of Columbia, District of Columbia",681170,277268,320554,2004,26436,41
12001,"Alachua County, Florida",263496,182119,52833,1166,16798,524
12005,"Bay County, Florida",183974,151108,20489,317,5077,34
12009,"Brevard County, Florida",579130,478586,57238,1254,14164,170
12011,"Broward County, Florida",1909632,1163610,545324,5993,69401,1726
12015,"Charlotte County, Florida",178465,160324,11548,124,1660,514
12017,"Citrus County, Florida",143621,133360,5412,261,2496,0
12019,"Clay County, Florida",208311,166888,21159,51,5746,397
12021,"Collier County, Florida",365136,321423,26142,987,4794,0
12023,"Columbia County, Florida",69299,52890,13565,101,539,64
12031,"Duval County, Florida",926255,560080,271278,2013,39936,453
12033,"Escambia County, Florida",315187,216766,70316,1608,9687,96
12035,"Flagler County, Florida",108310,90171,11765,0,2830,0
12053,"Hernando County, Florida",182835,162269,9823,210,2262,0
12055,"Highlands County, Florida",100917,78733,10396,74,1361,0
12057,"Hillsborough County, Florida",1376238,971753,228361,4763,54822,1279
12061,"Indian River County, Florida",151563,129043,11560,459,1978,0
12069,"Lake County, Florida",335396,283513,35729,1217,6718,27
12071,"Lee County, Florida",722336,615028,60475,1457,11131,129
12073,"Leon County, Florida",287822,177676,88212,521,10203,256
12081,"Manatee County, Florida",375888,320089,33480,1015,7143,206
12083,"Marion County, Florida",349020,286955,44143,194,4308,122
12085,"Martin County, Florida",158701,139122,9164,965,1252,179
12086,"Miami-Dade County, Florida",2712945,2019915,476506,4683,43745,1265
12087,"Monroe County, Florida",79077,70409,6581,117,1156,0
12091,"Okaloosa County, Florida",201170,155446,20398,590,5770,327
12095,"Orange County, Florida",1314367,851713,276302,1697,70844,50
12097,"Osceola County, Florida",336015,248442,40387,739,9588,142
12099,"Palm Beach County, Florida",1443810,1079513,266755,1811,38391,536
12101,"Pasco County, Florida",512368,452055,28037,1337,12829,190
12103,"Pinellas County, Florida",960730,784811,97341,3117,33027,820
12105,"Polk County, Florida",666149,525140,100793,1818,12565,306
12109,"St. Johns County, Florida",235087,208208,12331,854,6363,695
12111,"St. Lucie County, Florida",306507,227646,59949,1345,6005,0
12113,"Santa Rosa County, Florida",170497,146607,10669,1460,3459,506
12115,"Sarasota County, Florida",412569,375600,17710,1005,6544,22
12117,"Seminole County, Florida",455479,354325,51494,449,19098,343
12119,"Sumter County, Florida",123996,110567,8261,26,558,238
12127,"Volusia County, Florida",529364,441448,55747,2528,9730,64
12131,"Walton County, Florida",65889,57530,3771,216,631,0
13013,"Barrow County, Georgia",77126,60355,8123,337,2902,0
13015,"Bartow County, Georgia",103807,87069,10634,438,890,0
13021,"Bibb County, Georgia",152760,61273,82574,98,3089,0
13031,"Bulloch County, Georgia",74722,48483,21840,0,852,0
13045,"Carroll County, Georgia",116261,87176,21088,121,1122,384
13051,"Chatham County, Georgia",289082,151815,114139,650,6369,558
13057,"Cherokee County, Georgia",241689,207452,16701,1120,5002,0
13059,"Clarke County, Georgia",124707,78919,34893,181,5209,33
13063,"Clayton County, Georgia",279462,43114,190956,926,14614,0
13067,"Cobb County, Georgia",748150,439448,202244,3133,39953,676
13073,"Columbia County, Georgia",147450,108438,24938,932,6402,0
13077,"Coweta County, Georgia",140526,106080,25153,88,1696,97
13089,"DeKalb County, Georgia",740321,259015,403352,5253,45634,101
13095,"Dougherty County, Georgia",90017,24254,62375,258,799,50
13097,"Douglas County, Georgia",142224,67268,67469,73,2242,0
13113,"Fayette County, Georgia",111627,76827,23905,217,4945,0
13115,"Floyd County, Georgia",96560,74482,13603,14,1623,0
13117,"Forsyth County, Georgia",221009,179397,7490,387,25847,0
13121,"Fulton County, Georgia",1023336,455532,447187,9001,68259,879
13127,"Glynn County, Georgia",84502,58096,21354,317,1114,211
13135,"Gwinnett County, Georgia",907135,438099,248723,1346,103900,82
13139,"Hall County, Georgia",196637,168678,14687,412,3451,99
13151,"Henry County, Georgia",221768,110602,94657,0,7935,0
13153,"Houston County, Georgia",152122,93711,45011,622,4623,0
13179,"Liberty County, Georgia",62570,29415,25722,295,940,12
13185,"Lowndes County, Georgia",114628,67078,44310,256,418,113
13215,"Muscogee County, Georgia",197485,86603,90127,1159,4160,0
13223,"Paulding County, Georgia",155825,115718,34362,301,533,401
13245,"Richmond County, Georgia",201647,76547,114495,584,4084,848
13247,"Rockdale County, Georgia",89355,36218,48429,0,1798,0
13285,"Troup County, Georgia",70005,41740,25277,45,1423,0
13297,"Walton County, Georgia",90184,69810,16332,0,1369,112
13313,"Whitfield County, Georgia",104589,90028,4714,1954,1281,0
15001,"Hawaii County, Hawaii",198449,64714,1586,293,47415,26900
15003,"Honolulu County, Hawaii",992605,209223,23269,1636,421281,93165
15007,"Kauai County, Hawaii",72029,23326,621,563,24200,5678
15009,"Maui County, Hawaii",165379,60712,422,157,50531,18797
16001,"Ada County, Idaho",444028,402851,6535,2026,11778,377
16005,"Bannock County, Idaho",84377,74610,280,3335,1480,0
16019,"Bonneville County, Idaho",112232,99184,0,843,1521,0
16027,"Canyon County, Idaho",211698,171868,48,2689,2978,835
16055,"Kootenai County, Idaho",154311,143862,1029,2970,1352,167
16083,"Twin Falls County, Idaho",83514,77172,677,1065,1389,76
17019,"Champaign County, Illinois",208419,151060,27686,331,21908,62
17031,"Cook County, Illinois",5203499,2919459,1223763,14508,371491,1939
17037,"DeKalb County, Illinois",104528,86721,7396,117,2439,0
17043,"DuPage County, Illinois",929368,714083,45918,1060,107270,481
17089,"Kane County, Illinois",531715,374272,29929,2405,21320,33
17091,"Kankakee County, Illinois",110008,86918,17306,394,1023,0
17093,"Kendall County, Illinois",124695,100133,8271,350,3882,0
17097,"Lake County, Illinois",703047,530524,46836,1206,52572,310
17099,"LaSalle County, Illinois",110642,104660,3061,102,647,101
17111,"McHenry County, Illinois",307004,284322,3937,253,8478,0
17113,"McLean County, Illinois",172418,142803,14364,380,8635,0
17115,"Macon County, Illinois",106550,83242,13359,262,1089,13
17119,"Madison County, Illinois",265759,233639,23424,299,3169,0
17143,"Peoria County, Illinois",185006,135178,33901,618,7607,0
17161,"Rock Island County, Illinois",144784,116660,13890,778,3486,283
17163,"St. Clair County, Illinois",262759,168589,77768,712,4473,78
17167,"Sangamon County, Illinois",197499,162397,25993,143,3568,124
17179,"Tazewell County, Illinois",134385,128580,1854,311,1408,103
17183,"Vermilion County, Illinois",78111,63731,10778,13,860,16
17197,"Will County, Illinois",689529,505732,76425,2016,38308,515
17201,"Winnebago County, Illinois",285873,226518,35905,217,7285,140
18003,"Allen County, Indiana",370404,296773,42515,461,14669,102
18005,"Bartholomew County, Indiana",81402,68773,1234,38,5864,0
18019,"Clark County, Indiana",116031,102109,6608,79,457,0
18035,"Delaware County, Indiana",115603,101294,8952,226,1473,340
18039,"Elkhart County, Indiana",203781,180922,11251,1040,2149,360
18043,"Floyd County, Indiana",76990,69860,3954,183,800,0
18053,"Grant County, Indiana",66937,58979,4960,240,261,0
18057,"Hamilton County, Indiana",316373,276282,11797,322,17484,0
18063,"Hendricks County, Indiana",160610,139891,13279,429,4479,0
18067,"Howard County, Indiana",82568,72022,7651,308,271,77
18081,"Johnson County, Indiana",151982,138849,3880,416,5233,41
18085,"Kosciusko County, Indiana",79092,75552,958,465,407,0
18089,"Lake County, Indiana",485846,299056,117223,1531,6144,95
18091,"LaPorte County, Indiana",110015,91255,11928,610,889,63
18095,"Madison County, Indiana",129296,113364,9062,431,554,0
18097,"Marion County, Indiana",941229,577828,260219,2924,27885,295
18105,"Monroe County, Indiana",145496,125427,4068,310,9461,0
18127,"Porter County, Indiana",167791,153318,5280,224,2055,129
18141,"St. Joseph County, Indiana",269141,209203,35405,1880,6408,190
18157,"Tippecanoe County, Indiana",188059,152857,9666,268,15385,200
18163,"Vanderburgh County, Indiana",181721,155227,15804,310,1990,1210
18167,"Vigo County, Indiana",107931,94021,6808,427,2044,47
18177,"Wayne County, Indiana",66568,59648,3125,24,718,0
19013,"Black Hawk County, Iowa",132904,113334,12012,802,3374,719
19049,"Dallas County, Iowa",84516,76654,1003,102,3579,0
19061,"Dubuque County, Iowa",97003,90491,3496,74,1198,302
19103,"Johnson County, Iowa",146547,119612,10314,0,10102,0
19113,"Linn County, Iowa",221661,198263,12247,239,5323,132
19153,"Polk County, Iowa",474045,396575,31968,1315,22224,150
19155,"Pottawattamie County, Iowa",93582,88124,1824,630,821,0
19163,"Scott County, Iowa",172474,147577,14802,554,4441,0
19169,"Story County, Iowa",97090,84190,1423,178,8417,0
19193,"Woodbury County, Iowa",102779,87253,3720,723,3154,749
20015,"Butler County, Kansas",67025,62612,1679,704,269,80
20045,"Douglas County, Kansas",119440,97894,4866,1800,6249,26
20091,"Johnson County, Kansas",584451,505785,25393,1260,27644,332
20103,"Leavenworth County, Kansas",80204,64838,7435,463,1697,295
20161,"Riley County, Kansas",73343,60227,4370,182,3820,264
20173,"Sedgwick County, Kansas",511995,400297,42474,4630,21236,0
20177,"Shawnee County, Kansas",178146,143411,14949,1773,2374,127
20209,"Wyandotte County, Kansas",163831,96425,37308,1335,6063,0
21015,"Boone County, Kentucky",128536,117023,2966,426,3410,0
21037,"Campbell County, Kentucky",92211,86613,3601,94,587,0
21047,"Christian County, Kentucky",72351,51567,16784,251,420,433
21059,"Daviess County, Kentucky",99674,91073,5107,8,1614,0
21067,"Fayette County, Kentucky",318449,238917,46097,1080,11699,201
21093,"Hardin County, Kentucky",107316,84280,13475,175,1851,275
21111,"Jefferson County, Kentucky",765352,551075,165658,1477,21038,409
21117,"Kenton County, Kentucky",164945,149375,7334,241,1922,0
21151,"Madison County, Kentucky",89547,81935,4485,153,1039,0
21185,"Oldham County, Kentucky",65560,60007,1848,361,834,0
21227,"Warren County, Kentucky",125532,103029,11775,642,4718,0
22015,"Bossier Parish, Louisiana",126057,91878,28446,275,1906,220
22017,"Caddo Parish, Louisiana",248851,114096,123912,552,3212,0
22019,"Calcasieu Parish, Louisiana",200601,140157,50582,747,2284,0
22033,"East Baton Rouge Parish, Louisiana",447037,210180,205707,419,14660,0
22045,"Iberia Parish, Louisiana",73273,43772,23324,269,1862,0
22051,"Jefferson Parish, Louisiana",436523,271283,117081,1899,18643,0
22055,"Lafayette Parish, Louisiana",241398,168941,61221,401,4038,0
22057,"Lafourche Parish, Louisiana",98305,77516,13471,2473,504,73
22071,"Orleans Parish, Louisiana",391495,133434,233836,434,11721,97
22073,"Ouachita Parish, Louisiana",156983,94141,58969,203,1613,0
22079,"Rapides Parish, Louisiana",132424,84072,42337,701,2230,0
22103,"St. Tammany Parish, Louisiana",253602,210347,27933,1660,3793,274
22105,"Tangipahoa Parish, Louisiana",130710,87647,37463,481,730,0
22109,"Terrebonne Parish, Louisiana",113220,79883,22901,6376,571,0
23001,"Androscoggin County, Maine",107319,98905,3453,204,1165,0
23003,"Aroostook County, Maine",67959,64534,904,850,292,13
23005,"Cumberland County, Maine",292041,268659,8502,996,6084,0
23011,"Kennebec County, Maine",120569,115205,1336,607,1313,183
23019,"Penobscot County, Maine",151806,143639,811,1940,1404,0
23031,"York County, Maine",202343,193838,2494,68,4274,0
24001,"Allegany County, Maryland",72130,63802,6374,150,619,27
24003,"Anne Arundel County, Maryland",568346,416095,91607,1034,20626,53
24005,"Baltimore County, Maryland",831026,512637,238123,2431,49490,579
24009,"Calvert County, Maryland",91251,73623,11839,0,1709,0
24013,"Carroll County, Maryland",167656,153931,5631,407,3078,104
24015,"Cecil County, Maryland",102603,89580,7411,0,1512,34
24017,"Charles County, Maryland",157705,71927,71324,246,4466,0
24021,"Frederick County, Maryland",247591,200808,25712,1172,11679,58
24025,"Harford County, Maryland",251032,198064,33432,476,5848,78
24027,"Howard County, Maryland",317233,186168,58167,405,57006,56
24031,"Montgomery County, Maryland",1043863,574964,191046,2053,154518,239
24033,"Prince George's County, Maryland",908049,159377,571454,3802,38290,287
24043,"Washington County, Maryland",150292,126158,16125,228,2009,253
24045,"Wicomico County, Maryland",102577,69068,26015,30,3530,108
24510,"Baltimore city, Maryland",614664,189260,384465,1800,15149,604
25001,"Barnstable County, Massachusetts",214276,196365,5175,914,2951,1034
25003,"Berkshire County, Massachusetts",126903,116668,3428,260,2049,67
25005,"Bristol County, Massachusetts",558324,469087,23337,105,13414,305
25009,"Essex County, Massachusetts",779018,635443,30824,1362,26984,366
25011,"Franklin County, Massachusetts",70382,65664,692,262,710,293
25013,"Hampden County, Massachusetts",468467,388013,40874,1009,10440,0
25015,"Hampshire County, Massachusetts",161816,143231,3958,72,7242,265
25017,"Middlesex County, Massachusetts",1589774,1220690,86605,2454,187448,517
25021,"Norfolk County, Massachusetts",697181,546568,45901,843,74523,215
25023,"Plymouth County, Massachusetts",513565,430007,45757,688,6215,152
25025,"Suffolk County, Massachusetts",784230,432065,179093,2715,68847,252
25027,"Worcester County, Massachusetts",819589,683124,39855,1532,39751,292
26005,"Allegan County, Michigan",115548,108703,1445,307,417,0
26017,"Bay County, Michigan",104747,99068,2410,241,309,0
26021,"Berrien County, Michigan",154010,120388,22043,413,2977,16
26025,"Calhoun County, Michigan",134386,110181,14071,539,2622,0
26037,"Clinton County, Michigan",77888,73219,1298,204,1540,0
26045,"Eaton County, Michigan",109160,95114,6008,572,2049,178
26049,"Genesee County, Michigan",408615,304971,81377,1737,4111,305
26055,"Grand Traverse County, Michigan",92084,87400,903,888,488,98
26065,"Ingham County, Michigan",288051,213921,33628,993,19021,187
26073,"Isabella County, Michigan",71282,62681,1517,1337,1392,0
26075,"Jackson County, Michigan",158460,138283,13482,676,1260,116
26077,"Kalamazoo County, Michigan",261654,212319,28131,373,6828,0
26081,"Kent County, Michigan",642173,514715,59715,1930,18849,67
26087,"Lapeer County, Michigan",88340,84352,1009,203,509,56
26091,"Lenawee County, Michigan",98504,91291,2998,702,256,0
26093,"Livingston County, Michigan",188624,182458,1273,291,1730,79
26099,"Macomb County, Michigan",867730,706518,100689,1762,32772,50
26103,"Marquette County, Michigan",66435,61683,808,207,649,15
26111,"Midland County, Michigan",83462,77534,1235,228,1738,0
26115,"Monroe County, Michigan",149208,140808,4242,804,952,0
26121,"Muskegon County, Michigan",173408,139261,24450,1249,1128,0
26125,"Oakland County, Michigan",1243970,934642,167411,3016,87646,232
26139,"Ottawa County, Michigan",282250,255093,3439,628,6244,165
26145,"Saginaw County, Michigan",192326,144965,35768,493,2503,61
26147,"St. Clair County, Michigan",159587,148831,3835,358,1223,0
26155,"Shiawassee County, Michigan",68554,66372,396,112,205,0
26159,"Van Buren County, Michigan",75223,64948,2312,1240,425,146
26161,"Washtenaw County, Michigan",364709,269158,43375,1789,31232,179
26163,"Wayne County, Michigan",1749366,924131,680630,5458,54230,420
27003,"Anoka County, Minnesota",345957,291760,19779,2480,15529,195
27013,"Blue Earth County, Minnesota",66441,60737,2291,319,1325,0
27019,"Carver County, Minnesota",100262,91908,2258,300,3231,0
27037,"Dakota County, Minnesota",417486,345463,24024,1195,20140,102
27053,"Hennepin County, Minnesota",1232483,893871,158741,9923,85906,483
27109,"Olmsted County, Minnesota",153102,129033,9005,900,8964,0
27123,"Ramsey County, Minnesota",540649,358606,59737,3089,76470,209
27131,"Rice County, Minnesota",65622,56157,3451,86,1404,0
27137,"St. Louis County, Minnesota",199980,184278,3353,4859,2228,45
27139,"Scott County, Minnesota",143680,119736,4743,681,8060,0
27141,"Sherburne County, Minnesota",93528,86674,2417,272,791,0
27145,"Stearns County, Minnesota",155652,138022,8669,222,3701,0
27163,"Washington County, Minnesota",253117,216807,11366,1002,12637,66
27171,"Wright County, Minnesota",132550,125122,1928,581,1973,0
28033,"DeSoto County, Mississippi",175611,119958,46205,416,2663,0
28047,"Harrison County, Mississippi",203234,139366,49451,1225,5702,0
28049,"Hinds County, Mississippi",241229,61461,174862,205,1885,284
28059,"Jackson County, Mississippi",141241,98840,31706,506,3863,0
28081,"Lee County, Mississippi",85381,57782,24789,65,811,33
28089,"Madison County, Mississippi",105114,59310,39502,444,2725,0
28121,"Rankin County, Mississippi",150228,114301,31766,127,1518,0
29019,"Boone County, Missouri",176594,142618,16256,811,9021,23
29021,"Buchanan County, Missouri",88938,77933,4572,372,1054,0
29031,"Cape Girardeau County, Missouri",78913,69069,5525,385,1365,28
29037,"Cass County, Missouri",102845,93928,3018,129,802,0
29047,"Clay County, Missouri",239085,204294,15923,534,6193,1184
29051,"Cole County, Missouri",76631,64560,8477,290,1107,39
29071,"Franklin County, Missouri",102838,98926,861,71,625,332
29077,"Greene County, Missouri",288690,258094,10029,2188,5704,110
29095,"Jackson County, Missouri",691801,463423,161932,3089,12585,2433
29097,"Jasper County, Missouri",119111,107566,2615,2263,1634,139
29099,"Jefferson County, Missouri",224226,215622,2229,580,1882,0
29165,"Platte County, Missouri",98309,84433,6635,314,2838,73
29183,"St. Charles County, Missouri",390918,352403,17540,500,9844,0
29189,"St. Louis County, Missouri",998581,684030,238612,1834,39819,271
29510,"St. Louis city, Missouri",311404,144752,145886,762,10264,88
30013,"Cascade County, Montana",81755,72572,992,3673,738,142
30029,"Flathead County, Montana",98082,92689,282,848,340,163
30031,"Gallatin County, Montana",104502,99275,374,1169,1460,0
30049,"Lewis and Clark County, Montana",67282,62897,281,1101,572,0
30063,"Missoula County, Montana",116130,106680,715,3019,1855,0
30111,"Yellowstone County, Montana",158437,144305,829,6176,959,0
31055,"Douglas County, Nebraska",554995,444192,61497,1527,19640,390
31109,"Lancaster County, Nebraska",309637,267852,12445,1952,12252,3
31153,"Sarpy County, Nebraska",179023,158913,6658,595,4776,168
32003,"Clark County, Nevada",2155664,1330054,247427,13583,211925,17783
32031,"Washoe County, Nevada",453616,355315,10627,6826,25562,2436
33005,"Cheshire County, New Hampshire",75774,72373,520,148,1122,0
33009,"Grafton County, New Hampshire",88888,82304,977,143,3505,34
33011,"Hillsborough County, New Hampshire",407761,367574,9702,467,14874,32
33013,"Merrimack County, New Hampshire",148582,140747,836,354,2563,0
33015,"Rockingham County, New Hampshire",303251,288104,2089,57,5846,0
33017,"Strafford County, New Hampshire",127428,118919,1196,50,4107,0
34001,"Atlantic County, New Jersey",270991,176909,41557,824,22599,60
34003,"Bergen County, New Jersey",939151,678573,56391,1748,153276,804
34005,"Burlington County, New Jersey",449284,323113,74530,378,23697,123
34007,"Camden County, New Jersey",510150,324529,96342,1032,29696,0
34009,"Cape May County, New Jersey",94430,86834,3321,63,806,127
34011,"Cumberland County, New Jersey",153797,103640,28739,1960,2258,0
34013,"Essex County, New Jersey",796914,355482,317198,1518,42298,0
34015,"Gloucester County, New Jersey",292330,237650,29805,215,8955,0
34017,"Hudson County, New Jersey",677983,367911,81508,2484,102554,752
34019,"Hunterdon County, New Jersey",124676,113236,3498,19,4757,73
34021,"Mercer County, New Jersey",371023,238907,78453,493,40864,597
34023,"Middlesex County, New Jersey",837073,490322,83900,2096,203045,297
34025,"Monmouth County, New Jersey",625846,514689,45430,966,35774,30
34027,"Morris County, New Jersey",498423,402032,15796,139,53056,0
34029,"Ocean County, New Jersey",592497,536665,17336,400,11908,664
34031,"Passaic County, New Jersey",507945,333685,57390,1643,26481,180
34033,"Salem County, New Jersey",63436,50303,8147,162,774,0
34035,"Somerset County, New Jersey",333751,224326,32448,1718,57437,47
34037,"Sussex County, New Jersey",142522,132461,2904,0,3229,0
34039,"Union County, New Jersey",555630,304604,114911,2210,27892,0
34041,"Warren County, New Jersey",106617,95037,4981,117,2825,0
35001,"Bernalillo County, New Mexico",676953,479588,18679,34521,18595,498
35005,"Chaves County, New Mexico",65282,59253,1717,1481,67,22
35013,"Doña Ana County, New Mexico",214207,194538,3599,2578,2341,69
35025,"Lea County, New Mexico",69749,62201,2172,452,0,46
35031,"McKinley County, New Mexico",74923,10318,161,58562,766,219
35035,"Otero County, New Mexico",65410,50841,2625,4423,969,0
35043,"Sandoval County, New Mexico",142025,99399,2980,18026,2100,25
35045,"San Juan County, New Mexico",115079,62316,656,41426,690,74
35049,"Santa Fe County, New Mexico",148651,126078,1260,5173,1976,38
35061,"Valencia County, New Mexico",75626,60577,788,2782,340,0
36001,"Albany County, New York",308846,230831,38386,788,21011,0
36005,"Bronx County, New York",1455720,312877,495031,8777,51958,372
36007,"Broome County, New York",195334,166572,12650,13,7006,21
36009,"Cattaraugus County, New York",77677,71286,1148,2615,509,0
36011,"Cayuga County, New York",77861,71746,3240,139,400,0
36013,"Chautauqua County, New York",129504,120008,3784,326,760,64
36015,"Chemung County, New York",86322,75851,4798,171,1588,22
36019,"Clinton County, New York",81073,73092,3875,114,990,0
36027,"Dutchess County, New York",294473,232515,31588,989,10743,422
36029,"Erie County, New York",921046,718970,122691,4730,34132,405
36045,"Jefferson County, New York",114006,98583,5871,1667,1998,41
36047,"Kings County, New York",2629150,1124155,861749,8714,315850,1402
36051,"Livingston County, New York",64257,59522,1985,352,699,76
36053,"Madison County, New York",71329,67495,1272,203,726,152
36055,"Monroe County, New York",747727,570709,113806,2763,26420,309
36059,"Nassau County, New York",1361500,926594,158561,3420,127934,285
36061,"New York County, New York",1643734,931953,246095,4555,204434,1205
36063,"Niagara County, New York",211758,185171,13450,2246,2082,141
36065,"Oneida County, New York",231190,197816,13313,400,9824,53
36067,"Onondaga County, New York",466194,370920,52781,1769,17413,81
