FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
6097,"Sonoma County, California",488116,394356,7425,6373,20438,1892
6099,"Stanislaus County, California",518522,402051,15402,6342,28029,3552
6101,"Sutter County, California",94919,63062,2323,1332,13054,279
6107,"Tulare County, California",449253,360239,9100,6813,16694,78
6111,"Ventura County, California",831771,632500,16357,5733,58347,1343
6113,"Yolo County, California",202054,132716,6066,3580,26062,1340
6115,"Yuba County, California",72578,50201,2714,1192,4913,176
8001,"Adams County, Colorado",451443,367203,14610,4316,18286,0
8005,"Arapahoe County, Colorado",584948,440892,59327,4001,28339,1399
8013,"Boulder County, Colorado",299378,267138,2747,1108,11710,41
8031,"Denver County, Colorado",619968,445187,59801,8364,23046,765
8035,"Douglas County, Colorado",292167,266829,3302,1111,10953,75
8041,"El Paso County, Colorado",636963,521477,37949,3550,17519,2795
8059,"Jefferson County, Colorado",539884,493900,5421,3342,13145,243
8069,"Larimer County, Colorado",305525,276672,2341,2328,7132,114
8077,"Mesa County, Colorado",147083,131832,1023,1403,1030,59
8101,"Pueblo County, Colorado",160545,130748,3419,4901,1131,82
8123,"Weld County, Colorado",258638,235532,2828,2325,3862,143
9001,"Fairfield County, Connecticut",925899,690728,101745,1488,45056,250
9003,"Hartford County, Connecticut",894705,653810,118106,2109,40331,570
9005,"Litchfield County, Connecticut",188789,178635,1744,463,2710,0
9007,"Middlesex County, Connecticut",166043,147929,7861,0,3676,0
9009,"New Haven County, Connecticut",861113,645740,106726,1897,31390,380
9011,"New London County, Connecticut",273502,225704,14618,1406,11021,216
9013,"Tolland County, Connecticut",152507,136693,6150,0,5510,0
9015,"Windham County, Connecticut",118151,107932,2733,118,1387,0
10001,"Kent County, Delaware",164834,111537,39141,842,3695,0
10003,"New Castle County, Delaware",541971,362683,128497,912,24087,0
10005,"Sussex County, Delaware",200330,162460,26261,1040,2148,22
11001,"District of Columbia, District of Columbia",617996,246505,309845,1956,22510,0
12001,"Alachua County, Florida",249365,174748,51383,963,12942,251
12005,"Bay County, Florida",169856,140115,18600,607,2889,0
12009,"Brevard County, Florida",543566,452224,54313,1667,9205,515
12011,"Broward County, Florida",1780172,1144928,480872,5130,60313,363
12015,"Charlotte County, Florida",160511,146835,8444,175,2226,0
12017,"Citrus County, Florida",140031,131058,4549,405,1322,0
12019,"Clay County, Florida",192370,159247,20188,745,5765,154
12021,"Collier County, Florida",328134,284743,22331,110,4064,46
12023,"Columbia County, Florida",67485,51950,12638,508,244,0
12031,"Duval County, Florida",870709,538380,256895,2928,35617,464
12033,"Escambia County, Florida",299114,207237,65600,1608,7957,643
12035,"Flagler County, Florida",97376,77457,12533,0,867,0
12053,"Hernando County, Florida",173094,157048,9727,330,2231,0
12055,"Highlands County, Florida",98630,81538,9318,35,1626,258
12057,"Hillsborough County, Florida",1267775,910724,213857,9203,43129,1890
12061,"Indian River County, Florida",138894,121810,12936,32,1322,0
12069,"Lake County, Florida",301019,252476,28684,1255,5867,0
12071,"Lee County, Florida",631330,528766,49838,3975,9681,0
12073,"Leon County, Florida",277971,173797,84090,1151,8544,0
12081,"Manatee County, Florida",327142,266743,29620,701,5140,0
12083,"Marion County, Florida",332529,271790,42561,1131,4130,150
12085,"Martin County, Florida",147495,129333,7843,696,951,0
12086,"Miami-Dade County, Florida",2554766,1918990,485585,5981,39427,651
12087,"Monroe County, Florida",73873,66639,5266,338,363,0
12089,"Nassau County, Florida",74195,66563,4924,217,298,137
12091,"Okaloosa County, Florida",183482,147862,14016,657,5511,232
12095,"Orange County, Florida",1169107,765820,239598,3790,59748,1588
12097,"Osceola County, Florida",276163,211636,28712,359,6978,0
12099,"Palm Beach County, Florida",1335187,1024697,228121,2924,31392,513
12101,"Pasco County, Florida",466457,417384,23211,1338,9000,798
12103,"Pinellas County, Florida",917398,762567,94234,2073,27898,873
12105,"Polk County, Florida",609492,481426,90400,1392,10877,236
12107,"Putnam County, Florida",74041,57509,12179,0,70,192
12109,"St. Johns County, Florida",195823,175268,10830,242,2962,1391
12111,"St. Lucie County, Florida",280379,202522,51775,838,3655,0
12113,"Santa Rosa County, Florida",154104,133674,8010,1549,3433,314
12115,"Sarasota County, Florida",382213,349137,18472,959,4955,222
12117,"Seminole County, Florida",425071,342008,48279,709,16428,327
12119,"Sumter County, Florida",97756,85270,9519,265,330,118
12127,"Volusia County, Florida",494804,397274,51680,3206,8940,197
13013,"Barrow County, Georgia",69912,57110,8580,472,2019,0
13015,"Bartow County, Georgia",100421,85867,9846,566,401,36
13021,"Bibb County, Georgia",156433,69080,79301,128,2027,235
13031,"Bulloch County, Georgia",72881,48080,20311,167,1144,0
13051,"Chatham County, Georgia",271544,147954,107244,105,6674,248
13057,"Cherokee County, Georgia",218286,187708,13802,840,3711,0
13059,"Clarke County, Georgia",117344,78325,29726,171,4814,16
13063,"Clayton County, Georgia",261532,61374,173552,682,12978,58
13067,"Cobb County, Georgia",697553,442684,179411,2297,30660,346
13073,"Columbia County, Georgia",128112,97195,21259,299,5555,0
13077,"Coweta County, Georgia",129629,101851,23235,169,2517,0
13089,"DeKalb County, Georgia",699893,245747,373305,2234,36004,1812
13095,"Dougherty County, Georgia",94788,28633,63733,55,470,0
13097,"Douglas County, Georgia",133355,73505,51134,52,2157,0
13113,"Fayette County, Georgia",107784,77798,21729,262,3694,0
13115,"Floyd County, Georgia",95989,76200,13283,985,1302,109
13117,"Forsyth County, Georgia",181840,155328,4466,167,12940,0
13121,"Fulton County, Georgia",949599,444305,420173,2156,53931,868
13127,"Glynn County, Georgia",80386,53593,21663,118,1095,0
13135,"Gwinnett County, Georgia",824941,425124,199841,3768,86368,163
13139,"Hall County, Georgia",183052,156671,15124,171,3094,179
13151,"Henry County, Georgia",207360,116273,75090,95,6471,0
13153,"Houston County, Georgia",143925,88421,41696,62,4146,0
13179,"Liberty County, Georgia",65451,32879,26014,379,1686,49
13185,"Lowndes County, Georgia",111885,65319,40222,29,1467,115
13215,"Muscogee County, Georgia",194107,89062,86643,502,4538,267
13217,"Newton County, Georgia",100814,56713,40929,13,871,17
13245,"Richmond County, Georgia",201217,80408,108618,330,3755,319
13247,"Rockdale County, Georgia",85765,38499,40652,96,1835,0
13285,"Troup County, Georgia",67764,41456,23197,0,1258,0
13295,"Walker County, Georgia",68848,63406,3603,227,607,0
13313,"Whitfield County, Georgia",103184,88501,5455,214,284,0
15001,"Hawaii County, Hawaii",186738,61010,1415,897,39971,19924
15003,"Honolulu County, Hawaii",963607,206908,23270,2818,419106,89588
15007,"Kauai County, Hawaii",67701,22296,366,13,25362,6239
15009,"Maui County, Hawaii",156693,53121,1230,214,39376,12291
16001,"Ada County, Idaho",400842,365133,3858,1563,10515,0
16005,"Bannock County, Idaho",83691,75512,663,3034,1403,75
16019,"Bonneville County, Idaho",105772,98725,306,666,632,111
16027,"Canyon County, Idaho",191694,177631,476,1633,1750,514
16055,"Kootenai County, Idaho",141132,134639,206,2882,1345,206
16083,"Twin Falls County, Idaho",78005,72620,314,720,1135,0
17019,"Champaign County, Illinois",201685,150563,25946,197,19169,43
17031,"Cook County, Illinois",5217080,2955369,1271716,10429,327883,366
17037,"DeKalb County, Illinois",104743,86543,7501,427,2754,7
17043,"DuPage County, Illinois",923222,743229,42836,1020,93438,133
17089,"Kane County, Illinois",520271,371125,26719,1720,18147,109
17091,"Kankakee County, Illinois",113698,90822,16831,285,1301,0
17093,"Kendall County, Illinois",116631,101305,6139,557,3953,0
17097,"Lake County, Illinois",706222,562913,50525,897,46233,290
17099,"LaSalle County, Illinois",113518,107334,3309,69,59,0
17111,"McHenry County, Illinois",308944,273284,3824,304,7491,0
17113,"McLean County, Illinois",170556,144817,13017,463,6883,0
17115,"Macon County, Illinois",110730,87767,18798,0,1491,100
17119,"Madison County, Illinois",268459,237852,21684,256,2564,27
17143,"Peoria County, Illinois",186834,140902,34531,610,6485,53
17161,"Rock Island County, Illinois",147556,120915,13625,940,2547,0
17163,"St. Clair County, Illinois",270259,177133,80060,495,4000,0
17167,"Sangamon County, Illinois",198844,165790,24091,653,3345,0
17179,"Tazewell County, Illinois",135661,130392,1947,63,955,0
17183,"Vermilion County, Illinois",81509,67591,11061,338,668,0
17197,"Will County, Illinois",681545,524014,73613,1567,30237,48
17199,"Williamson County, Illinois",66622,61006,3678,179,672,0
17201,"Winnebago County, Illinois",293993,236209,37835,369,7077,145
18003,"Allen County, Indiana",358327,288223,42592,1404,9668,69
18005,"Bartholomew County, Indiana",77870,69143,1547,0,2811,0
18019,"Clark County, Indiana",111570,98407,7905,50,823,0
18035,"Delaware County, Indiana",117660,104210,5922,17,1356,0
18039,"Elkhart County, Indiana",198941,167082,12154,373,2164,0
18053,"Grant County, Indiana",69793,61710,4063,0,468,0
18057,"Hamilton County, Indiana",282810,248978,10333,500,13406,0
18063,"Hendricks County, Indiana",147979,133072,7630,2,3444,207
18067,"Howard County, Indiana",82800,73602,6216,0,944,35
18081,"Johnson County, Indiana",141656,131758,3508,144,1838,0
18085,"Kosciusko County, Indiana",77336,70896,574,251,893,0
18089,"Lake County, Indiana",495558,305508,125800,2014,5988,177
18091,"LaPorte County, Indiana",111374,95409,11819,124,475,0
18095,"Madison County, Indiana",131235,116243,8315,202,326,0
18097,"Marion County, Indiana",911296,586192,240037,1358,16280,126
18105,"Monroe County, Indiana",139799,121772,3493,171,8063,0
18127,"Porter County, Indiana",165537,154427,6379,492,996,0
18141,"St. Joseph County, Indiana",266700,211686,34179,696,4519,0
18157,"Tippecanoe County, Indiana",174724,149818,7042,238,11142,0
18163,"Vanderburgh County, Indiana",180305,155444,16027,116,1623,0
18167,"Vigo County, Indiana",108182,94942,7984,190,1732,0
19013,"Black Hawk County, Iowa",131549,112860,12886,224,2039,0
19061,"Dubuque County, Iowa",94648,89431,1197,113,1224,136
19103,"Johnson County, Iowa",133038,112709,5458,403,7412,0
19113,"Linn County, Iowa",213875,193420,8222,599,3673,0
19153,"Polk County, Iowa",437399,373643,26460,1127,17007,121
19155,"Pottawattamie County, Iowa",93518,89291,844,658,711,0
19163,"Scott County, Iowa",167095,145645,12776,438,3727,0
19169,"Story County, Iowa",89663,79790,2750,65,5928,0
19193,"Woodbury County, Iowa",102509,83782,2509,2003,1972,0
20015,"Butler County, Kansas",65817,61225,699,512,293,64
20045,"Douglas County, Kansas",112211,96070,4802,2112,4360,0
20091,"Johnson County, Kansas",552991,483279,23787,1890,22220,0
20103,"Leavenworth County, Kansas",75527,64932,5131,570,1375,188
20161,"Riley County, Kansas",72997,61806,5040,194,2940,162
20173,"Sedgwick County, Kansas",501076,393436,42545,4392,18976,237
20177,"Shawnee County, Kansas",178941,146986,16503,1634,2352,0
20209,"Wyandotte County, Kansas",158224,94349,39287,1490,4414,32
21015,"Boone County, Kentucky",121737,110680,4338,618,2823,0
21037,"Campbell County, Kentucky",90940,85518,2534,0,871,0
21047,"Christian County, Kentucky",73591,54401,15003,238,1012,13
21059,"Daviess County, Kentucky",97234,89032,4682,209,849,0
21067,"Fayette County, Kentucky",301569,229703,44513,620,10662,44
21093,"Hardin County, Kentucky",107456,86406,13663,414,2558,262
21111,"Jefferson County, Kentucky",746906,546372,153102,1658,16771,88
21117,"Kenton County, Kentucky",160406,145281,8476,987,1654,0
21145,"McCracken County, Kentucky",65864,56204,6171,112,731,0
21227,"Warren County, Kentucky",115517,94946,10915,848,2624,85
22005,"Ascension Parish, Louisiana",109985,82509,24094,550,311,0
22015,"Bossier Parish, Louisiana",119732,84574,25498,945,1237,51
22017,"Caddo Parish, Louisiana",257051,124914,120637,1417,2307,0
22019,"Calcasieu Parish, Louisiana",194092,137180,49039,1136,2427,0
22033,"East Baton Rouge Parish, Louisiana",441438,220712,197772,177,13648,750
22045,"Iberia Parish, Louisiana",73400,46144,23596,1066,1528,0
22051,"Jefferson Parish, Louisiana",432640,273719,114726,1945,17802,206
22055,"Lafayette Parish, Louisiana",224390,157135,58601,289,3309,0
22057,"Lafourche Parish, Louisiana",96666,77155,13584,2795,532,0
22071,"Orleans Parish, Louisiana",360740,123436,216539,761,10649,147
22073,"Ouachita Parish, Louisiana",154919,93402,56623,310,1141,0
22079,"Rapides Parish, Louisiana",132374,84895,42761,752,1735,0
22103,"St. Tammany Parish, Louisiana",236785,198197,27650,812,3549,48
22105,"Tangipahoa Parish, Louisiana",122571,81963,37881,214,151,0
22109,"Terrebonne Parish, Louisiana",111917,79129,20293,6275,1235,945
23001,"Androscoggin County, Maine",107398,99790,1360,81,820,0
23003,"Aroostook County, Maine",71482,68434,540,848,371,0
23005,"Cumberland County, Maine",282401,262612,7536,500,5178,103
23011,"Kennebec County, Maine",121935,117213,590,1249,421,0
23019,"Penobscot County, Maine",153786,146599,1292,1888,1159,0
23031,"York County, Maine",198199,190389,924,704,2681,31
24001,"Allegany County, Maryland",74692,66295,5790,292,783,0
24003,"Anne Arundel County, Maryland",544403,413188,87887,565,17780,88
24005,"Baltimore County, Maryland",809941,521070,216513,1697,42413,469
24009,"Calvert County, Maryland",89256,72602,12197,159,992,0
24013,"Carroll County, Maryland",167288,155112,5256,213,2962,0
24015,"Cecil County, Maryland",101694,89984,6931,169,1442,0
24017,"Charles County, Maryland",149130,74123,61035,1241,5161,90
24021,"Frederick County, Maryland",236745,193930,22516,1062,9376,118
24025,"Harford County, Maryland",246489,200248,30588,510,5906,47
24027,"Howard County, Maryland",293142,178850,50452,843,42654,137
24031,"Montgomery County, Maryland",989794,569882,173915,2012,139546,141
24033,"Prince George's County, Maryland",871233,189580,560701,2830,35727,43
24037,"St. Mary's County, Maryland",107484,84347,16275,146,3171,0
24043,"Washington County, Maryland",148203,125383,15949,576,2654,0
24045,"Wicomico County, Maryland",99190,69636,23779,0,1893,0
24510,"Baltimore city, Maryland",619493,186050,390096,1760,14561,733
25001,"Barnstable County, Massachusetts",215769,201882,5120,1447,2714,0
25003,"Berkshire County, Massachusetts",130458,121367,4020,373,2009,0
25005,"Bristol County, Massachusetts",548922,487254,19953,548,11483,99
25009,"Essex County, Massachusetts",748930,603685,25278,1513,24654,41
25011,"Franklin County, Massachusetts",71599,67237,774,158,1084,33
25013,"Hampden County, Massachusetts",463783,362349,40151,1205,9579,9
25015,"Hampshire County, Massachusetts",157822,141565,3659,384,7555,0
25017,"Middlesex County, Massachusetts",1518171,1220802,71304,1936,147594,367
25021,"Norfolk County, Massachusetts",675436,555801,39287,640,59410,0
25023,"Plymouth County, Massachusetts",497579,422822,42116,821,6135,93
25025,"Suffolk County, Massachusetts",730932,412411,165889,1650,60323,110
25027,"Worcester County, Massachusetts",801227,683865,32836,2453,32697,106
26005,"Allegan County, Michigan",111234,105087,1638,670,913,0
26017,"Bay County, Michigan",107110,100926,1489,274,584,0
26021,"Berrien County, Michigan",156941,122533,24036,606,2520,16
26025,"Calhoun County, Michigan",135490,113232,15287,451,2177,0
26037,"Clinton County, Michigan",75469,70712,1577,42,838,0
26045,"Eaton County, Michigan",108056,94920,7018,471,2242,0
26049,"Genesee County, Michigan",422080,314847,86922,2722,3819,81
26055,"Grand Traverse County, Michigan",88349,83703,1976,336,565,0
26065,"Ingham County, Michigan",281613,214853,30563,938,15574,0
26073,"Isabella County, Michigan",70622,62520,2069,2972,594,6
26075,"Jackson County, Michigan",159748,140697,12907,707,851,0
26077,"Kalamazoo County, Michigan",252074,206574,28450,624,4971,169
26081,"Kent County, Michigan",608453,499658,58781,2176,13769,224
26087,"Lapeer County, Michigan",88082,84612,846,342,512,0
26091,"Lenawee County, Michigan",99440,90926,2543,820,503,0
26093,"Livingston County, Michigan",181722,175320,1434,312,507,732
26099,"Macomb County, Michigan",842145,711399,76300,3154,27699,57
26103,"Marquette County, Michigan",67694,63350,1186,1296,462,0
26111,"Midland County, Michigan",84063,78767,1048,92,2258,0
26115,"Monroe County, Michigan",151560,143019,3279,206,900,0
26121,"Muskegon County, Michigan",171302,138424,23870,553,441,0
26125,"Oakland County, Michigan",1210145,935968,164699,2817,67716,314
26139,"Ottawa County, Michigan",266300,238446,6054,1013,6917,0
26145,"Saginaw County, Michigan",199088,151671,36520,523,2097,114
26147,"St. Clair County, Michigan",161642,151043,3721,267,762,0
26159,"Van Buren County, Michigan",76131,67103,3244,790,241,0
26161,"Washtenaw County, Michigan",347962,259859,41291,932,26793,0
26163,"Wayne County, Michigan",1802096,957527,722813,5607,47486,141
27003,"Anoka County, Minnesota",333140,287217,14276,2270,13396,0
27019,"Carver County, Minnesota",92638,86055,1005,287,2295,0
27037,"Dakota County, Minnesota",402006,342826,19602,1798,17246,35
27053,"Hennepin County, Minnesota",1168431,884002,137485,10417,71980,120
27109,"Olmsted County, Minnesota",145769,126178,7270,385,7766,0
27123,"Ramsey County, Minnesota",514696,362299,54942,3634,62043,138
27137,"St. Louis County, Minnesota",200255,185961,3186,4499,1967,47
27139,"Scott County, Minnesota",132556,116459,3760,880,6752,0
27145,"Stearns County, Minnesota",151343,139074,3945,473,3173,0
27163,"Washington County, Minnesota",241280,211053,8618,612,12113,94
27171,"Wright County, Minnesota",126437,119118,1297,796,1165,0
28033,"DeSoto County, Mississippi",164053,118185,36057,1150,1756,0
28035,"Forrest County, Mississippi",75842,45684,27724,164,863,0
28047,"Harrison County, Mississippi",191040,134993,43670,641,5965,0
28049,"Hinds County, Mississippi",248184,71821,171260,55,1403,0
28059,"Jackson County, Mississippi",139901,102258,30791,485,3049,0
28089,"Madison County, Mississippi",96941,55084,37237,0,2152,0
28121,"Rankin County, Mississippi",143702,111069,27303,260,1882,0
29019,"Boone County, Missouri",165627,136475,15775,299,6578,17
29021,"Buchanan County, Missouri",89666,79336,4462,343,508,248
29031,"Cape Girardeau County, Missouri",76632,68132,5081,499,1130,0
29037,"Cass County, Missouri",100052,93073,3677,648,519,0
29047,"Clay County, Missouri",225161,196738,10926,536,5469,524
29051,"Cole County, Missouri",76448,63130,8771,147,422,216
29071,"Franklin County, Missouri",101938,98068,1288,272,327,151
29077,"Greene County, Missouri",277214,253365,7464,714,4343,571
29095,"Jackson County, Missouri",676360,453117,158517,2995,11334,1631
29097,"Jasper County, Missouri",118435,108950,2844,1681,1258,0
29099,"Jefferson County, Missouri",219480,212279,1573,736,1247,139
29165,"Platte County, Missouri",90903,79434,5163,91,2423,274
29183,"St. Charles County, Missouri",365151,329594,15734,468,8578,210
29187,"St. Francois County, Missouri",65578,59698,4129,280,253,0
29189,"St. Louis County, Missouri",998692,705518,230899,1167,34323,32
29510,"St. Louis city, Missouri",318069,144377,152646,481,7381,329
30013,"Cascade County, Montana",81837,72373,561,4610,672,0
30031,"Gallatin County, Montana",91377,86840,347,1565,884,0
30063,"Missoula County, Montana",110138,102465,507,3545,1286,36
30111,"Yellowstone County, Montana",150069,135627,351,7485,592,511
31055,"Douglas County, Nebraska",524861,408430,58430,3741,15209,234
31109,"Lancaster County, Nebraska",289800,257064,10434,2100,11176,0
31153,"Sarpy County, Nebraska",162561,145590,6932,1258,3082,62
32003,"Clark County, Nevada",1969975,1331556,207419,11913,168200,13261
32031,"Washoe County, Nevada",425710,334183,11420,6976,20831,2567
33005,"Cheshire County, New Hampshire",76918,73745,686,209,1041,0
33009,"Grafton County, New Hampshire",88923,83530,643,235,2328,0
33011,"Hillsborough County, New Hampshire",401696,366168,8628,457,12004,80
33013,"Merrimack County, New Hampshire",146579,139465,1437,145,2575,37
33015,"Rockingham County, New Hampshire",296207,283374,2352,483,5289,0
33017,"Strafford County, New Hampshire",123857,116065,470,414,4539,0
34001,"Atlantic County, New Jersey",274338,179270,44368,1822,21428,59
34003,"Bergen County, New Jersey",911004,654563,53277,1022,134508,232
34005,"Burlington County, New Jersey",449576,330917,73921,374,20437,206
34007,"Camden County, New Jersey",513241,333172,94751,1111,27084,293
34011,"Cumberland County, New Jersey",157095,99207,33423,2543,2347,0
34013,"Essex County, New Jersey",785137,347152,311382,1569,36482,108
34015,"Gloucester County, New Jersey",289104,239025,28684,986,8643,93
34017,"Hudson County, New Jersey",641224,351987,80169,2366,87569,552
34019,"Hunterdon County, New Jersey",128038,115503,3541,53,4202,0
34021,"Mercer County, New Jersey",367063,225447,74193,634,33077,0
34023,"Middlesex County, New Jersey",814217,511710,77386,1481,178840,674
34025,"Monmouth County, New Jersey",631020,530047,45202,2112,31963,3
34027,"Morris County, New Jersey",494976,403854,16213,335,45118,119
34029,"Ocean County, New Jersey",579369,530955,17523,858,9812,48
34031,"Passaic County, New Jersey",502007,342514,61398,1787,26556,325
34033,"Salem County, New Jersey",65902,52283,10067,242,763,17
34035,"Somerset County, New Jersey",324893,226708,29218,446,47599,0
34037,"Sussex County, New Jersey",148517,139545,3158,12,3018,0
34039,"Union County, New Jersey",539494,305703,115463,835,24780,610
34041,"Warren County, New Jersey",108339,96554,4313,133,2738,0
35001,"Bernalillo County, New Mexico",670968,456542,19705,32116,12592,721
35005,"Chaves County, New Mexico",65890,57359,902,675,618,100
35013,"Doña Ana County, New Mexico",213598,192243,3530,2528,2672,27
35025,"Lea County, New Mexico",65423,57126,2462,1255,0,0
35031,"McKinley County, New Mexico",73664,11846,497,53176,808,0
35035,"Otero County, New Mexico",65703,48976,2333,4453,732,84
35043,"Sandoval County, New Mexico",134259,94708,5951,16174,1951,8
35045,"San Juan County, New Mexico",128200,67519,1147,46015,456,150
35049,"Santa Fe County, New Mexico",145648,123733,982,3571,2394,0
35061,"Valencia County, New Mexico",77070,50223,259,3484,531,0
36001,"Albany County, New York",303565,234638,38298,809,15467,0
36005,"Bronx County, New York",1392002,314431,475193,7551,48140,745
36007,"Broome County, New York",199031,176729,9180,738,7620,0
36009,"Cattaraugus County, New York",79832,74098,615,3357,356,0
36011,"Cayuga County, New York",79738,73796,3559,172,139,0
36013,"Chautauqua County, New York",134368,124826,3109,871,992,33
36015,"Chemung County, New York",88840,79602,5958,113,1392,0
36019,"Clinton County, New York",81945,75441,3661,486,527,0
36027,"Dutchess County, New York",297999,233396,28855,566,11829,14
36029,"Erie County, New York",918028,731627,118821,4326,24739,62
36045,"Jefferson County, New York",117910,102536,6129,524,1888,190
36047,"Kings County, New York",2532645,1106103,860171,8276,269493,1479
36051,"Livingston County, New York",65070,60493,1848,97,977,37
36053,"Madison County, New York",73365,69146,869,1011,453,10
36055,"Monroe County, New York",745625,567888,113294,1654,24336,61
36059,"Nassau County, New York",1344436,961070,150682,3274,105175,74
36061,"New York County, New York",1601948,898698,239483,4232,176507,857
36063,"Niagara County, New York",216011,191059,16345,2401,2335,0
36065,"Oneida County, New York",234287,202864,12822,622,7424,0
36067,"Onondaga County, New York",466960,380779,50234,2951,14775,33
36069,"Ontario County, New York",108525,100799,2343,37,1204,0
36071,"Orange County, New York",374872,280963,36480,1400,9410,0
36075,"Oswego County, New York",122228,117230,1308,663,418,21
36079,"Putnam County, New York",99933,89483,1656,27,1895,0
36081,"Queens County, New York",2247848,938084,427015,7095,520584,1240
36083,"Rensselaer County, New York",159395,140234,9286,352,3213,38
36085,"Richmond County, New York",470467,361105,52239,236,37222,0
