FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
12023,"Columbia County, Florida",67543,52486,12093,55,745,0
12031,"Duval County, Florida",885855,547959,259865,2748,38604,892
12033,"Escambia County, Florida",305817,212087,66902,1613,8244,87
12035,"Flagler County, Florida",99956,82129,9949,179,2737,0
12053,"Hernando County, Florida",174441,156723,9355,356,1761,20
12055,"Highlands County, Florida",97616,83534,9867,55,1495,0
12057,"Hillsborough County, Florida",1291578,931046,212550,2855,49016,166
12061,"Indian River County, Florida",141994,121254,13691,735,1379,0
12069,"Lake County, Florida",308034,252159,30423,1384,5985,486
12071,"Lee County, Florida",661115,555372,57870,1143,9936,168
12073,"Leon County, Florida",281845,176545,88777,899,8762,0
12081,"Manatee County, Florida",342106,292646,32733,352,6135,88
12083,"Marion County, Florida",337362,278429,44795,1661,4629,64
12085,"Martin County, Florida",151263,129144,8622,273,2039,0
12086,"Miami-Dade County, Florida",2617176,1996766,481189,3671,42672,200
12087,"Monroe County, Florida",76351,66533,4247,12,1245,0
12089,"Nassau County, Florida",75710,68553,4847,449,562,20
12091,"Okaloosa County, Florida",193811,153952,19705,1130,6538,41
12095,"Orange County, Florida",1225267,771637,248674,3633,64141,393
12097,"Osceola County, Florida",298504,241623,29933,304,7663,0
12099,"Palm Beach County, Florida",1372171,1022027,247504,2609,33323,152
12101,"Pasco County, Florida",475502,419394,24530,2026,10941,201
12103,"Pinellas County, Florida",929048,766490,95079,2156,28998,447
12105,"Polk County, Florida",623009,490345,93544,1930,10374,138
12107,"Putnam County, Florida",72577,56535,12182,103,506,0
12109,"St. Johns County, Florida",209647,188251,9936,451,5655,21
12111,"St. Lucie County, Florida",286832,212455,55861,67,5021,0
12113,"Santa Rosa County, Florida",161096,138632,7838,870,2962,602
12115,"Sarasota County, Florida",390429,356888,17699,1301,6186,0
12117,"Seminole County, Florida",436041,347170,49235,574,17555,620
12119,"Sumter County, Florida",107056,94481,10222,116,324,40
12127,"Volusia County, Florida",500800,415239,50718,1208,8477,194
13013,"Barrow County, Georgia",71453,57109,8169,1150,2638,0
13021,"Bibb County, Georgia",154721,66885,81912,77,2357,51
13031,"Bulloch County, Georgia",71214,46507,20433,157,1261,0
13045,"Carroll County, Georgia",112355,81866,20194,105,1703,0
13051,"Chatham County, Georgia",278434,152222,110159,1230,6066,92
13057,"Cherokee County, Georgia",225106,191222,15163,335,3662,0
13059,"Clarke County, Georgia",121265,78989,32088,78,5173,0
13063,"Clayton County, Georgia",264220,62521,174804,653,13752,181
13067,"Cobb County, Georgia",717190,442856,192526,1249,35866,429
13073,"Columbia County, Georgia",135416,103254,22917,479,5983,0
13077,"Coweta County, Georgia",133180,102205,23159,221,2238,30
13089,"DeKalb County, Georgia",713340,262974,379477,1970,39286,15
13095,"Dougherty County, Georgia",92969,27020,62923,68,708,39
13097,"Douglas County, Georgia",136379,69830,56504,52,2535,0
13113,"Fayette County, Georgia",108365,77860,20539,857,4776,235
13115,"Floyd County, Georgia",95821,73615,13914,0,1408,0
13117,"Forsyth County, Georgia",195405,165773,5545,215,15967,0
13121,"Fulton County, Georgia",984293,450074,431581,2285,60108,302
13127,"Glynn County, Georgia",81508,55415,20429,321,715,0
13135,"Gwinnett County, Georgia",859304,450360,219178,2297,94844,535
13139,"Hall County, Georgia",187745,153910,13937,614,3319,66
13151,"Henry County, Georgia",211128,113814,82657,293,6541,0
13153,"Houston County, Georgia",147658,91641,44893,313,4592,0
13179,"Liberty County, Georgia",64135,30069,26130,335,1002,141
13185,"Lowndes County, Georgia",112916,65347,40596,66,1803,0
13215,"Muscogee County, Georgia",202824,93310,92316,398,4360,0
13217,"Newton County, Georgia",102446,56029,43090,54,1300,0
13223,"Paulding County, Georgia",146950,115342,24442,568,974,79
13245,"Richmond County, Georgia",202003,80118,109276,309,3042,499
13247,"Rockdale County, Georgia",86919,40084,43022,10,1686,0
13285,"Troup County, Georgia",69053,41260,23724,0,673,28
13313,"Whitfield County, Georgia",102945,91295,4327,782,1119,0
15001,"Hawaii County, Hawaii",190821,66608,937,467,41517,25931
15003,"Honolulu County, Hawaii",983429,213576,28269,1343,418868,88091
15007,"Kauai County, Hawaii",69512,23962,338,37,24882,6314
15009,"Maui County, Hawaii",160195,54792,762,425,45915,16902
16001,"Ada County, Idaho",416464,379348,3667,3125,11809,1161
16005,"Bannock County, Idaho",83249,74843,426,2463,1052,0
16019,"Bonneville County, Idaho",107517,96375,593,407,777,71
16027,"Canyon County, Idaho",198871,181803,1610,1194,1252,132
16055,"Kootenai County, Idaho",144265,135593,623,2058,1626,0
16083,"Twin Falls County, Idaho",79957,74920,507,1010,1494,25
17019,"Champaign County, Illinois",204897,152350,24596,298,19291,17
17031,"Cook County, Illinois",5240700,2998373,1253487,13834,349989,1647
17037,"DeKalb County, Illinois",104741,88697,6578,145,2417,0
17043,"DuPage County, Illinois",932126,746034,42520,1998,100226,376
17089,"Kane County, Illinois",523643,380844,29755,1344,19236,239
17091,"Kankakee County, Illinois",112120,90026,16734,320,979,35
17097,"Lake County, Illinois",703019,564322,47754,1265,46102,117
17099,"LaSalle County, Illinois",112183,106072,2624,273,1035,0
17111,"McHenry County, Illinois",307409,283778,3820,259,8128,197
17113,"McLean County, Illinois",174647,146645,13119,318,8627,118
17115,"Macon County, Illinois",109278,86103,14287,341,1263,0
17119,"Madison County, Illinois",267225,237009,22679,485,1924,190
17143,"Peoria County, Illinois",188429,140307,32729,216,6562,0
17161,"Rock Island County, Illinois",147258,122151,14158,396,3288,128
17163,"St. Clair County, Illinois",266955,174553,78687,580,3710,111
17167,"Sangamon County, Illinois",199145,165228,24125,37,3962,87
17179,"Tazewell County, Illinois",136352,130755,1650,166,1224,0
17183,"Vermilion County, Illinois",80329,66841,10829,195,631,103
17197,"Will County, Illinois",682829,507835,76332,492,33193,0
17201,"Winnebago County, Illinois",290666,227875,34812,297,7201,23
18003,"Allen County, Indiana",363014,287555,42728,841,9438,75
18005,"Bartholomew County, Indiana",79587,68434,1311,302,3716,162
18035,"Delaware County, Indiana",117484,104619,7939,59,1159,0
18039,"Elkhart County, Indiana",200563,174310,8776,652,1484,192
18043,"Floyd County, Indiana",76244,69187,4160,530,975,0
18053,"Grant County, Indiana",69126,61005,4948,95,195,0
18057,"Hamilton County, Indiana",296693,259178,10798,336,16604,0
18063,"Hendricks County, Indiana",153879,136813,9400,543,3611,0
18067,"Howard County, Indiana",82760,73088,6201,441,1065,0
18085,"Kosciusko County, Indiana",77963,72921,733,283,1065,0
18089,"Lake County, Indiana",491456,304612,122711,1783,6573,1071
18091,"LaPorte County, Indiana",111281,93499,12124,366,272,43
18095,"Madison County, Indiana",130482,113974,10148,198,161,304
18097,"Marion County, Indiana",928281,574562,252060,1896,21980,0
18105,"Monroe County, Indiana",141888,124380,4991,273,8435,127
18127,"Porter County, Indiana",166557,152990,6569,526,2406,91
18141,"St. Joseph County, Indiana",266709,211950,35076,957,5768,105
18157,"Tippecanoe County, Indiana",180174,155398,6274,203,13117,0
18163,"Vanderburgh County, Indiana",181398,156810,16651,761,1597,183
18167,"Vigo County, Indiana",108291,95011,6560,299,2226,0
18177,"Wayne County, Indiana",67893,61225,4011,48,190,0
19013,"Black Hawk County, Iowa",132546,115196,12791,132,2328,0
19049,"Dallas County, Iowa",74641,68954,1067,29,2308,0
19061,"Dubuque County, Iowa",95697,90106,1484,0,1144,32
19103,"Johnson County, Iowa",139155,119485,8007,105,8253,243
19113,"Linn County, Iowa",216111,193262,11425,41,3675,0
19153,"Polk County, Iowa",451677,385803,28492,850,17868,48
19155,"Pottawattamie County, Iowa",92728,87828,1125,266,209,0
19163,"Scott County, Iowa",170385,146428,14114,322,3570,48
19169,"Story County, Iowa",92406,81549,1697,0,6495,32
19193,"Woodbury County, Iowa",102130,88046,3136,1586,2533,0
20015,"Butler County, Kansas",65803,61214,928,1065,612,0
20045,"Douglas County, Kansas",114322,95380,4617,2798,4746,0
20091,"Johnson County, Kansas",566933,492574,24427,1726,25525,248
20103,"Leavenworth County, Kansas",78185,65118,6425,606,1242,0
20161,"Riley County, Kansas",75394,62377,5984,320,3630,12
20173,"Sedgwick County, Kansas",505415,410378,47110,3874,20390,0
20177,"Shawnee County, Kansas",178831,149714,12952,1402,1873,305
20209,"Wyandotte County, Kansas",160384,99506,40047,1022,5280,65
21029,"Bullitt County, Kentucky",76854,73679,588,107,528,0
21037,"Campbell County, Kentucky",90988,85423,2985,0,770,81
21047,"Christian County, Kentucky",74167,53899,14733,375,908,61
21059,"Daviess County, Kentucky",98218,90131,4693,193,806,0
21067,"Fayette County, Kentucky",308428,232749,46201,933,11551,115
21093,"Hardin County, Kentucky",108191,86307,13391,262,2110,26
21111,"Jefferson County, Kentucky",756832,555019,156672,771,17622,394
21117,"Kenton County, Kentucky",163145,148765,6660,198,2174,280
21151,"Madison County, Kentucky",85590,78393,4471,93,296,96
21227,"Warren County, Kentucky",118370,97331,11116,511,3150,0
22015,"Bossier Parish, Louisiana",123823,89697,26692,1471,2013,0
22017,"Caddo Parish, Louisiana",254887,121802,122031,1200,2903,235
22019,"Calcasieu Parish, Louisiana",195296,138558,48263,232,2265,0
22033,"East Baton Rouge Parish, Louisiana",445227,216981,202825,855,14236,0
22045,"Iberia Parish, Louisiana",73878,45973,23389,26,2209,0
22051,"Jefferson Parish, Louisiana",434767,279608,114963,2010,18638,294
22055,"Lafayette Parish, Louisiana",230845,160526,60101,596,2843,0
22057,"Lafourche Parish, Louisiana",97141,76922,12477,2002,810,0
22063,"Livingston Parish, Louisiana",134053,120908,8517,447,291,0
22071,"Orleans Parish, Louisiana",378715,130880,224787,681,11508,69
22073,"Ouachita Parish, Louisiana",156220,93750,57957,536,1797,0
22079,"Rapides Parish, Louisiana",132723,85077,42925,742,2090,0
22103,"St. Tammany Parish, Louisiana",242333,203608,29246,1255,3254,0
22109,"Terrebonne Parish, Louisiana",112749,81323,21676,5810,1260,0
23001,"Androscoggin County, Maine",107604,99738,1001,86,1189,0
23003,"Aroostook County, Maine",70055,66712,448,1195,214,0
23005,"Cumberland County, Maine",285456,263282,8148,606,6286,8
23011,"Kennebec County, Maine",121164,116104,710,856,605,0
23019,"Penobscot County, Maine",153364,146203,1073,1886,1809,0
23031,"York County, Maine",199431,191962,857,791,1836,37
24001,"Allegany County, Maryland",73521,64645,6167,292,132,174
24003,"Anne Arundel County, Maryland",555743,411834,88734,764,20648,442
24005,"Baltimore County, Maryland",823015,520501,222866,2671,44363,389
24009,"Calvert County, Maryland",90484,73492,12203,0,1283,0
24013,"Carroll County, Maryland",167564,155444,5772,237,2157,0
24017,"Charles County, Maryland",152864,76012,64654,1134,4679,894
24021,"Frederick County, Maryland",241409,198982,20650,559,10840,68
24025,"Harford County, Maryland",249215,200205,34176,386,6847,0
24027,"Howard County, Maryland",304580,184882,57470,793,49362,74
24031,"Montgomery County, Maryland",1016677,564443,177511,2262,146136,157
24033,"Prince George's County, Maryland",890081,182533,566807,3467,38575,132
24037,"St. Mary's County, Maryland",109633,85665,16660,542,3137,84
24043,"Washington County, Maryland",149588,125097,15798,517,2535,89
24045,"Wicomico County, Maryland",100896,69497,24603,148,3348,71
24510,"Baltimore city, Maryland",622104,187993,391451,2668,14728,356
25001,"Barnstable County, Massachusetts",214990,199074,5715,1397,2776,0
25003,"Berkshire County, Massachusetts",129585,119285,3471,58,1695,0
25005,"Bristol County, Massachusetts",552780,482043,17941,650,10898,308
25009,"Essex County, Massachusetts",762550,611371,32895,390,26187,450
25011,"Franklin County, Massachusetts",71221,66893,706,122,1383,0
25013,"Hampden County, Massachusetts",467319,364391,42737,1785,8608,392
25015,"Hampshire County, Massachusetts",159596,141359,4810,390,8369,26
25017,"Middlesex County, Massachusetts",1552802,1230183,74663,2172,156500,168
25021,"Norfolk County, Massachusetts",687802,558232,43179,289,66668,0
25023,"Plymouth County, Massachusetts",501915,429467,45037,1113,6265,0
25025,"Suffolk County, Massachusetts",755503,414080,163615,3719,63030,0
25027,"Worcester County, Massachusetts",809106,689242,38653,1643,35704,213
26005,"Allegan County, Michigan",112531,106706,1314,507,659,0
26017,"Bay County, Michigan",106832,101303,1424,411,661,0
26021,"Berrien County, Michigan",155252,121325,22338,528,2878,93
26025,"Calhoun County, Michigan",135012,110781,15300,622,2609,40
26037,"Clinton County, Michigan",76739,71760,1682,84,1107,0
26045,"Eaton County, Michigan",108348,94782,7838,568,1760,89
26049,"Genesee County, Michigan",415376,309801,85506,1312,3669,88
26055,"Grand Traverse County, Michigan",89987,84981,765,1676,841,0
26065,"Ingham County, Michigan",282234,215075,29673,1454,15089,70
26073,"Isabella County, Michigan",70436,63140,1617,1514,1344,0
26075,"Jackson County, Michigan",160369,140605,14303,526,819,27
26077,"Kalamazoo County, Michigan",256725,209606,27949,442,6298,0
26081,"Kent County, Michigan",621700,510124,60175,2877,15353,49
26087,"Lapeer County, Michigan",88389,84745,625,591,333,0
26091,"Lenawee County, Michigan",99188,91691,3438,255,280,164
26093,"Livingston County, Michigan",184443,177796,913,278,1390,534
26099,"Macomb County, Michigan",854769,712985,87307,1942,29293,301
26103,"Marquette County, Michigan",67700,63169,1155,698,459,40
26111,"Midland County, Michigan",83919,78387,1465,132,2012,95
26115,"Monroe County, Michigan",150376,142498,3435,864,841,0
26121,"Muskegon County, Michigan",171008,138521,22463,1576,1097,0
26125,"Oakland County, Michigan",1231640,940639,171688,2743,77665,85
26139,"Ottawa County, Michigan",272701,248005,4185,1104,8145,0
26145,"Saginaw County, Michigan",196542,149061,37412,396,2217,0
26147,"St. Clair County, Michigan",160469,150746,3300,430,953,0
26159,"Van Buren County, Michigan",75455,66762,2918,350,253,0
26161,"Washtenaw County, Michigan",354240,263185,43146,1029,28654,0
26163,"Wayne County, Michigan",1775273,942844,698157,6320,52382,192
27003,"Anoka County, Minnesota",339534,290989,17485,2200,13170,84
27013,"Blue Earth County, Minnesota",65528,60476,2220,129,1248,0
27019,"Carver County, Minnesota",95562,89307,815,102,2723,157
27037,"Dakota County, Minnesota",408509,347766,22593,776,19616,101
27053,"Hennepin County, Minnesota",1198778,887477,142657,7110,80399,590
27109,"Olmsted County, Minnesota",149226,127464,8076,144,8108,0
27123,"Ramsey County, Minnesota",526714,363776,58600,4875,68488,58
27131,"Rice County, Minnesota",65049,58610,742,682,1517,0
27137,"St. Louis County, Minnesota",200540,186111,3336,3860,2205,19
27139,"Scott County, Minnesota",137232,117410,3524,1183,7805,0
27141,"Sherburne County, Minnesota",90158,84801,2208,199,849,29
27145,"Stearns County, Minnesota",152092,138374,4517,695,3087,128
27163,"Washington County, Minnesota",246603,214911,8670,833,11949,189
27171,"Wright County, Minnesota",128470,121377,1857,639,1802,10
28033,"DeSoto County, Mississippi",168240,121311,41087,69,2439,0
28035,"Forrest County, Mississippi",77059,45947,28120,729,893,29
28047,"Harrison County, Mississippi",196500,135045,46507,584,6187,0
28049,"Hinds County, Mississippi",244899,66615,173497,208,2141,119
28059,"Jackson County, Mississippi",140450,102740,31461,521,3348,0
28089,"Madison County, Mississippi",100412,56443,38581,116,2244,0
28121,"Rankin County, Mississippi",146767,112952,28570,240,1634,0
29019,"Boone County, Missouri",170773,141884,11325,566,7182,423
29031,"Cape Girardeau County, Missouri",77320,68620,6990,0,470,0
29037,"Cass County, Missouri",100641,93289,3727,221,962,0
29047,"Clay County, Missouri",230473,199673,12657,1033,4709,219
29051,"Cole County, Missouri",76699,63917,8087,359,1006,149
29071,"Franklin County, Missouri",101816,98119,1378,139,592,0
29077,"Greene County, Missouri",283870,256811,8522,1427,4867,177
29095,"Jackson County, Missouri",679996,454062,161287,3219,11267,1913
29097,"Jasper County, Missouri",116398,105136,3018,1064,1421,373
29099,"Jefferson County, Missouri",221396,213690,2479,59,1685,0
29165,"Platte County, Missouri",93310,79756,7001,316,2164,0
29183,"St. Charles County, Missouri",373495,338961,16036,979,8324,301
29189,"St. Louis County, Missouri",1001444,699482,231256,1512,36569,77
29510,"St. Louis city, Missouri",318416,147036,152570,830,9272,90
30013,"Cascade County, Montana",82384,72705,1320,3548,951,9
30031,"Gallatin County, Montana",94720,90116,88,1677,1117,61
30049,"Lewis and Clark County, Montana",65338,60814,30,2387,676,47
30063,"Missoula County, Montana",111807,102733,179,3068,1289,0
30111,"Yellowstone County, Montana",154162,139174,779,7160,1168,290
31055,"Douglas County, Nebraska",537256,432636,58874,1682,15608,371
31109,"Lancaster County, Nebraska",297036,255784,12465,2132,11471,63
31153,"Sarpy County, Nebraska",169331,148881,6782,473,3799,0
32003,"Clark County, Nevada",2027868,1270968,218231,10832,187873,14559
32031,"Washoe County, Nevada",433731,353238,10191,6898,23136,2414
33005,"Cheshire County, New Hampshire",76610,73205,547,242,923,52
33009,"Grafton County, New Hampshire",89629,83621,693,611,2809,0
33011,"Hillsborough County, New Hampshire",403985,362991,9746,302,14815,0
33013,"Merrimack County, New Hampshire",146849,139190,1806,292,2426,0
33015,"Rockingham County, New Hampshire",299134,284608,1792,777,5925,0
33017,"Strafford County, New Hampshire",124593,116539,903,198,2679,0
34001,"Atlantic County, New Jersey",275862,189499,41824,394,22338,0
34003,"Bergen County, New Jersey",925328,644346,55272,1965,145945,157
34005,"Burlington County, New Jersey",450838,331791,73046,245,21149,81
34007,"Camden County, New Jersey",512854,323360,103744,498,28429,0
34009,"Cape May County, New Jersey",95897,86724,4286,66,1082,262
34011,"Cumberland County, New Jersey",157332,95857,33594,964,1685,0
34013,"Essex County, New Jersey",789565,325281,320462,2073,39125,43
34015,"Gloucester County, New Jersey",290265,238345,29937,153,8622,0
34017,"Hudson County, New Jersey",660282,370972,83288,2433,96580,59
34019,"Hunterdon County, New Jersey",126250,115089,4774,16,3748,0
34021,"Mercer County, New Jersey",370414,224234,73549,273,37582,61
34023,"Middlesex County, New Jersey",828919,502667,81874,1154,189890,99
34025,"Monmouth County, New Jersey",629672,517530,47869,608,34063,156
34027,"Morris County, New Jersey",499397,407979,14940,201,47216,0
34029,"Ocean County, New Jersey",583414,535641,17714,616,11457,0
34031,"Passaic County, New Jersey",505672,332306,67863,2526,27416,126
34033,"Salem County, New Jersey",65166,53165,9367,37,384,0
34035,"Somerset County, New Jersey",330585,227333,28834,561,52662,0
34037,"Sussex County, New Jersey",145992,136474,2654,41,2971,59
34039,"Union County, New Jersey",548256,312983,116483,1585,26571,530
34041,"Warren County, New Jersey",107379,96899,4462,13,2964,0
35001,"Bernalillo County, New Mexico",674221,524449,21563,27343,16878,642
35005,"Chaves County, New Mexico",65823,48429,1403,841,663,25
35013,"Doña Ana County, New Mexico",213460,191537,3573,2630,1464,45
35025,"Lea County, New Mexico",68062,60423,1595,418,112,0
35031,"McKinley County, New Mexico",73308,12651,184,54768,779,82
35035,"Otero County, New Mexico",65616,50993,2023,4359,829,70
35043,"Sandoval County, New Mexico",136575,95172,2336,17128,2062,44
35045,"San Juan County, New Mexico",126503,66915,292,47755,415,97
35049,"Santa Fe County, New Mexico",147423,119458,650,6065,1596,370
35061,"Valencia County, New Mexico",76284,61866,189,3716,463,0
36001,"Albany County, New York",306945,238648,37901,356,17585,437
36005,"Bronx County, New York",1418733,292594,469633,7778,51881,1437
36007,"Broome County, New York",197534,171523,10777,851,7537,0
36009,"Cattaraugus County, New York",78892,72851,1334,2303,694,0
36011,"Cayuga County, New York",79477,73557,3413,226,471,0
36013,"Chautauqua County, New York",133080,124100,3864,532,905,0
36015,"Chemung County, New York",88506,78686,5498,495,1045,0
36019,"Clinton County, New York",81591,74881,2901,215,1268,0
36027,"Dutchess County, New York",296916,237069,30947,686,10569,0
36029,"Erie County, New York",919866,722473,122738,3933,27114,240
36045,"Jefferson County, New York",119504,102449,5401,862,989,989
36047,"Kings County, New York",2592149,1115644,884730,9017,294566,816
36051,"Livingston County, New York",64705,60389,1558,0,856,12
36053,"Madison County, New York",72382,68399,1926,239,791,0
36055,"Monroe County, New York",749606,564582,117420,3019,26770,398
36059,"Nassau County, New York",1352146,941678,152023,4095,114533,296
36061,"New York County, New York",1626159,920010,245533,5412,186628,2405
36063,"Niagara County, New York",214249,188929,15831,2235,2272,187
36065,"Oneida County, New York",233585,201267,15339,381,7789,0
36067,"Onondaga County, New York",468387,376585,51355,3328,16490,36
36069,"Ontario County, New York",109103,101773,2234,387,1170,312
36071,"Orange County, New York",375592,278181,37865,201,9589,179
36075,"Oswego County, New York",121165,115665,1213,290,955,0
36079,"Putnam County, New York",99645,90793,2331,460,2591,0
36081,"Queens County, New York",2296175,973874,421205,6072,562285,1250
36083,"Rensselaer County, New York",159918,139003,9468,100,3415,0
36085,"Richmond County, New York",472621,357510,49300,2101,37682,0
36087,"Rockland County, New York",320903,228170,41154,760,20202,0
36089,"St. Lawrence County, New York",111963,104453,2864,801,1200,55
