FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
36091,"Saratoga County, New York",223865,210221,4103,815,4994,151
36093,"Schenectady County, New York",155333,122286,17179,542,6358,0
36101,"Steuben County, New York",98650,93493,1495,130,1504,0
36103,"Suffolk County, New York",1499738,1205770,117185,4741,56175,448
36105,"Sullivan County, New York",76665,65027,7353,305,1421,0
36109,"Tompkins County, New York",103617,84165,4381,172,10781,16
36111,"Ulster County, New York",180998,157566,9396,40,3330,0
36117,"Wayne County, New York",92473,85549,2861,313,608,0
36119,"Westchester County, New York",968802,637080,138762,3053,53107,0
37001,"Alamance County, North Carolina",154378,106532,29014,1458,2359,40
37019,"Brunswick County, North Carolina",115301,96797,11860,452,958,1193
37021,"Buncombe County, North Carolina",247912,220965,15281,803,2493,66
37023,"Burke County, North Carolina",89842,75423,4914,292,3329,0
37025,"Cabarrus County, North Carolina",187226,142341,29640,430,4590,44
37031,"Carteret County, North Carolina",68434,60118,4087,105,914,97
37035,"Catawba County, North Carolina",154810,123930,12229,780,5889,0
37037,"Chatham County, North Carolina",66817,53433,8838,289,828,0
37045,"Cleveland County, North Carolina",97047,72801,20491,0,725,0
37049,"Craven County, North Carolina",104489,74206,22551,292,2300,0
37051,"Cumberland County, North Carolina",325871,169168,119690,4024,7724,401
37057,"Davidson County, North Carolina",163420,142118,15491,861,2266,96
37063,"Durham County, North Carolina",288133,146982,108783,550,12594,0
37067,"Forsyth County, North Carolina",361220,240422,92888,1248,7045,884
37071,"Gaston County, North Carolina",209420,158779,31467,890,2688,62
37081,"Guilford County, North Carolina",506610,284657,171505,3307,22430,543
37085,"Harnett County, North Carolina",124987,84675,27057,1108,1373,0
37089,"Henderson County, North Carolina",109540,99627,3511,210,479,0
37097,"Iredell County, North Carolina",164517,133365,20416,853,3657,0
37101,"Johnston County, North Carolina",177967,136973,27943,1171,1291,167
37109,"Lincoln County, North Carolina",79740,70921,4744,109,246,0
37119,"Mecklenburg County, North Carolina",990977,549035,311468,3333,48208,73
37125,"Moore County, North Carolina",91587,76101,10812,658,675,0
37127,"Nash County, North Carolina",95093,51523,36182,663,878,0
37129,"New Hanover County, North Carolina",213267,171956,30930,1052,3158,206
37133,"Onslow County, North Carolina",185220,139086,30075,632,3950,750
37135,"Orange County, North Carolina",140352,105229,16433,431,10149,66
37147,"Pitt County, North Carolina",174263,102436,59315,539,3211,53
37151,"Randolph County, North Carolina",142577,127316,8788,365,1653,0
37155,"Robeson County, North Carolina",134841,40766,32589,51313,1027,4
37157,"Rockingham County, North Carolina",91878,69528,16661,474,376,0
37159,"Rowan County, North Carolina",138323,107903,22711,461,1519,0
37161,"Rutherford County, North Carolina",66956,57251,7079,123,118,0
37171,"Surry County, North Carolina",73050,67447,2956,325,366,95
37179,"Union County, North Carolina",212756,171655,26207,576,4374,37
37183,"Wake County, North Carolina",974289,662264,200149,2999,58753,571
37191,"Wayne County, North Carolina",124583,70896,38133,131,856,0
37193,"Wilkes County, North Carolina",69023,62542,2375,125,170,0
37195,"Wilson County, North Carolina",81667,40931,31997,234,507,0
38015,"Burleigh County, North Dakota",88457,81597,720,3662,653,0
38017,"Cass County, North Dakota",162829,148391,4729,1643,4218,28
38035,"Grand Forks County, North Dakota",69179,61563,1322,2091,1654,111
38101,"Ward County, North Dakota",67990,60643,2004,1453,896,184
39003,"Allen County, Ohio",105298,87735,12079,402,960,0
39017,"Butler County, Ohio",371272,321871,26515,97,8749,80
39023,"Clark County, Ohio",136167,117765,12736,243,799,32
39025,"Clermont County, Ohio",200218,191809,2499,254,1884,0
39029,"Columbiana County, Ohio",105893,101138,1572,219,435,0
39035,"Cuyahoga County, Ohio",1263154,804759,371323,3161,35216,323
39041,"Delaware County, Ohio",184979,164622,6882,200,8406,0
39043,"Erie County, Ohio",76048,66107,5672,246,124,52
39045,"Fairfield County, Ohio",148867,133624,10747,231,1890,0
39049,"Franklin County, Ohio",1212263,837173,256694,1792,51191,349
39057,"Greene County, Ohio",163204,140839,12391,16,4777,66
39061,"Hamilton County, Ohio",804520,555148,204060,1492,18402,519
39063,"Hancock County, Ohio",75773,70838,599,0,1032,0
39081,"Jefferson County, Ohio",67964,62039,4344,126,405,35
39085,"Lake County, Ohio",229857,212379,8834,140,2356,0
39089,"Licking County, Ohio",168375,156737,5298,407,1805,0
39093,"Lorain County, Ohio",302827,260238,24357,539,2891,130
39095,"Lucas County, Ohio",436393,316178,84528,1344,7610,117
39099,"Mahoning County, Ohio",233869,187168,34504,709,1956,0
39101,"Marion County, Ohio",65905,59276,3205,199,194,0
39103,"Medina County, Ohio",174915,167665,3196,203,2021,0
39113,"Montgomery County, Ohio",535846,395691,109846,887,9533,270
39119,"Muskingum County, Ohio",85231,78670,2749,304,458,84
39133,"Portage County, Ohio",163862,150550,6989,40,3026,0
39139,"Richland County, Ohio",121773,106186,9809,58,902,119
39145,"Scioto County, Ohio",78153,74299,2189,230,786,0
39151,"Stark County, Ohio",375432,332438,26387,388,2889,0
39153,"Summit County, Ohio",541824,432774,78154,1192,13119,146
39155,"Trumbull County, Ohio",206442,183043,18331,38,1332,0
39165,"Warren County, Ohio",219169,197295,7860,73,10441,97
39169,"Wayne County, Ohio",115071,110497,2159,0,1039,0
39173,"Wood County, Ohio",129264,120014,3924,294,2254,0
40017,"Canadian County, Oklahoma",126123,103185,2755,5762,3854,13
40027,"Cleveland County, Oklahoma",269340,213968,12796,10889,12601,358
40031,"Comanche County, Oklahoma",124937,80458,21333,6913,2315,689
40037,"Creek County, Oklahoma",70470,56379,1740,8700,383,0
40101,"Muskogee County, Oklahoma",70303,42628,7955,12114,506,0
40109,"Oklahoma County, Oklahoma",755245,521600,111862,24741,23354,483
40119,"Payne County, Oklahoma",79066,64314,3289,4429,3067,0
40125,"Pottawatomie County, Oklahoma",71158,53954,1947,9605,449,17
40131,"Rogers County, Oklahoma",89044,66739,1067,9026,621,12
40143,"Tulsa County, Oklahoma",622409,444337,60791,26927,15744,345
40145,"Wagoner County, Oklahoma",75700,57523,2765,7250,87,0
41003,"Benton County, Oregon",86591,76162,1061,549,4771,199
41005,"Clackamas County, Oregon",388263,348470,4080,2016,15680,865
41017,"Deschutes County, Oregon",165954,155768,456,1149,2346,587
41019,"Douglas County, Oregon",106940,98181,163,1432,903,10
41029,"Jackson County, Oregon",208545,190667,1837,804,1833,61
41033,"Josephine County, Oregon",83306,78133,199,1202,249,10
41035,"Klamath County, Oregon",65910,57709,330,1549,599,231
41039,"Lane County, Oregon",356212,312281,3903,3854,8772,1185
41043,"Linn County, Oregon",118765,110936,281,1481,1847,222
41047,"Marion County, Oregon",323614,275091,2509,2669,6334,1241
41051,"Multnomah County, Oregon",766135,596984,42214,6674,51093,4220
41053,"Polk County, Oregon",76794,69088,192,1167,1480,31
41059,"Umatilla County, Oregon",76720,65602,326,2091,511,49
41067,"Washington County, Oregon",554996,445244,10814,3578,50132,2801
41071,"Yamhill County, Oregon",100725,87865,1456,1532,704,211
42001,"Adams County, Pennsylvania",101546,93557,1634,167,773,0
42003,"Allegheny County, Pennsylvania",1231527,999483,160704,1573,39464,69
42007,"Beaver County, Pennsylvania",170115,155039,9602,40,893,0
42011,"Berks County, Pennsylvania",413521,342426,18267,3120,5760,417
42017,"Bucks County, Pennsylvania",626976,558137,23244,1320,25845,110
42019,"Butler County, Pennsylvania",185476,178509,2131,337,2107,116
42021,"Cambria County, Pennsylvania",140499,131551,5067,30,762,0
42025,"Carbon County, Pennsylvania",64786,62093,1149,0,190,0
42027,"Centre County, Pennsylvania",155403,138848,4841,392,8068,259
42029,"Chester County, Pennsylvania",509468,442682,29543,776,21954,0
42033,"Clearfield County, Pennsylvania",81174,77409,1977,71,585,0
42039,"Crawford County, Pennsylvania",87376,83856,1655,37,376,0
42041,"Cumberland County, Pennsylvania",241212,217130,8041,176,8834,0
42043,"Dauphin County, Pennsylvania",270937,194691,50156,559,9146,108
42045,"Delaware County, Pennsylvania",561973,397293,116667,630,28372,46
42049,"Erie County, Pennsylvania",280294,246992,19822,900,4063,58
42055,"Franklin County, Pennsylvania",152085,141912,6274,0,1346,93
42063,"Indiana County, Pennsylvania",87745,83133,1894,69,1049,0
42069,"Lackawanna County, Pennsylvania",213931,199502,5708,277,4899,0
42071,"Lancaster County, Pennsylvania",529600,467534,23593,1105,10419,0
42075,"Lebanon County, Pennsylvania",135486,118941,2765,68,1692,0
42077,"Lehigh County, Pennsylvania",355092,278577,24075,648,12092,0
42079,"Luzerne County, Pennsylvania",320103,287688,10947,831,2779,0
42081,"Lycoming County, Pennsylvania",116754,107718,6192,167,519,15
42085,"Mercer County, Pennsylvania",115195,105171,7057,82,883,0
42089,"Monroe County, Pennsylvania",167148,129382,23272,686,3393,0
42091,"Montgomery County, Pennsylvania",812376,658855,72668,490,55548,67
42095,"Northampton County, Pennsylvania",299791,255929,15802,1685,7859,98
42097,"Northumberland County, Pennsylvania",94076,89837,2286,353,291,0
42101,"Philadelphia County, Pennsylvania",1553165,646435,670482,3322,106286,375
42107,"Schuylkill County, Pennsylvania",146920,138620,3861,194,683,71
42111,"Somerset County, Pennsylvania",76520,73228,2105,38,161,0
42125,"Washington County, Pennsylvania",208206,195736,6495,0,1898,0
42129,"Westmoreland County, Pennsylvania",362437,343870,8363,617,3109,117
42133,"York County, Pennsylvania",438965,391637,24926,389,6066,0
44003,"Kent County, Rhode Island",165035,153147,2055,97,4831,67
44005,"Newport County, Rhode Island",82397,72480,2752,408,1362,0
44007,"Providence County, Rhode Island",628600,456054,61345,2876,23256,330
44009,"Washington County, Rhode Island",126259,117563,1278,707,2494,47
45003,"Aiken County, South Carolina",164176,116350,41203,0,1469,11
45007,"Anderson County, South Carolina",190641,151389,31660,657,1280,239
45013,"Beaufort County, South Carolina",171838,124254,32606,687,1605,75
45015,"Berkeley County, South Carolina",194020,129616,48649,89,4822,0
45019,"Charleston County, South Carolina",372803,250331,106309,746,4750,129
45035,"Dorchester County, South Carolina",145397,97788,38591,581,2709,89
45041,"Florence County, South Carolina",138326,76278,57828,231,1626,0
45045,"Greenville County, South Carolina",474266,364588,86586,1609,9814,364
45047,"Greenwood County, South Carolina",69723,44420,21238,55,562,0
45051,"Horry County, South Carolina",289650,237838,39555,1321,3271,441
45059,"Laurens County, South Carolina",66229,46028,16874,42,199,0
45063,"Lexington County, South Carolina",273752,219710,40034,993,3820,55
45073,"Oconee County, South Carolina",75045,66460,6426,0,492,0
45075,"Orangeburg County, South Carolina",90942,30573,57565,318,265,63
45077,"Pickens County, South Carolina",119829,106779,8362,0,1770,261
45079,"Richland County, South Carolina",399256,184777,184976,444,10801,177
45083,"Spartanburg County, South Carolina",290969,211246,60707,449,6892,0
45085,"Sumter County, South Carolina",108123,52765,49640,68,1289,0
45091,"York County, South Carolina",239363,182212,45301,1439,4393,129
46099,"Minnehaha County, South Dakota",179640,156148,6803,4964,2822,338
46103,"Pennington County, South Dakota",105761,87333,1527,9664,930,0
47001,"Anderson County, Tennessee",75542,69029,3573,41,684,0
47009,"Blount County, Tennessee",125099,117833,3874,563,120,0
47011,"Bradley County, Tennessee",101848,94008,5647,0,1065,0
47037,"Davidson County, Tennessee",658602,410409,181109,2304,21475,350
47065,"Hamilton County, Tennessee",348673,263402,69195,384,7076,412
47093,"Knox County, Tennessee",444622,380698,40589,1377,8813,293
47119,"Maury County, Tennessee",83761,69084,10203,630,402,0
47125,"Montgomery County, Tennessee",184119,131490,33894,953,3746,87
47141,"Putnam County, Tennessee",73525,69551,2171,0,717,85
47147,"Robertson County, Tennessee",67383,59100,5652,0,346,0
47149,"Rutherford County, Tennessee",281029,226161,38670,576,8307,40
47157,"Shelby County, Tennessee",939465,378390,496713,1319,22867,414
47163,"Sullivan County, Tennessee",156595,148225,3979,4,1044,75
47165,"Sumner County, Tennessee",168888,151073,11908,441,2318,0
47179,"Washington County, Tennessee",125546,114949,4707,412,1964,0
47187,"Williamson County, Tennessee",198901,178408,8082,305,6623,42
47189,"Wilson County, Tennessee",121945,108954,8382,83,1828,340
48005,"Angelina County, Texas",87441,65555,13342,71,845,0
48027,"Bell County, Texas",326843,212179,72172,2504,8990,2215
48029,"Bexar County, Texas",1817610,1434007,133280,10487,47071,2532
48037,"Bowie County, Texas",93487,66496,23487,692,502,0
48039,"Brazoria County, Texas",330242,241060,43754,1571,20117,0
48041,"Brazos County, Texas",203164,147361,19666,722,11681,151
48061,"Cameron County, Texas",417276,388956,945,1150,3778,39
48085,"Collin County, Texas",854778,632032,78229,3288,102111,504
48091,"Comal County, Texas",118480,110094,3219,194,79,0
48099,"Coryell County, Texas",76192,56518,12297,166,1041,641
48113,"Dallas County, Texas",2480331,1461458,550179,7024,138857,1208
48121,"Denton County, Texas",728799,567909,63524,2627,51784,573
48135,"Ector County, Texas",149378,127043,6142,1156,1399,0
48139,"Ellis County, Texas",155976,127123,14367,2338,1168,165
48141,"El Paso County, Texas",827718,694374,28682,5776,9482,1208
48157,"Fort Bend County, Texas",652365,343720,135963,552,118577,0
48167,"Galveston County, Texas",306782,238974,40605,660,11030,24
48181,"Grayson County, Texas",122353,107114,7504,1359,1678,91
48183,"Gregg County, Texas",123024,92665,25275,280,1398,0
48187,"Guadalupe County, Texas",143183,120658,10874,308,2346,0
48201,"Harris County, Texas",4336853,2747751,815433,22609,278210,2722
48209,"Hays County, Texas",176026,150733,8003,170,2870,418
48213,"Henderson County, Texas",78675,70083,5487,951,221,0
48215,"Hidalgo County, Texas",815996,748461,5821,1374,8465,0
48231,"Hunt County, Texas",87048,67024,7200,343,918,0
48245,"Jefferson County, Texas",252358,149205,86020,773,9401,144
48251,"Johnson County, Texas",154707,143419,4339,1315,955,0
48257,"Kaufman County, Texas",108568,89657,10598,447,943,256
48291,"Liberty County, Texas",76907,61502,8071,151,256,30
48303,"Lubbock County, Texas",289324,228473,20811,2257,5728,16
48309,"McLennan County, Texas",241481,180174,34151,707,4218,34
48329,"Midland County, Texas",151468,113039,8832,487,1665,864
48339,"Montgomery County, Texas",499137,428206,24346,1103,12794,60
48347,"Nacogdoches County, Texas",65330,49520,10951,113,611,0
48355,"Nueces County, Texas",352107,297986,13887,1644,5947,402
48361,"Orange County, Texas",82957,73093,6214,109,1054,28
48367,"Parker County, Texas",121418,113096,2273,1227,1048,14
48375,"Potter County, Texas",121661,95965,11305,678,5493,79
48381,"Randall County, Texas",126474,115231,4005,904,1999,0
48397,"Rockwall County, Texas",85245,73096,5388,225,2118,0
48409,"San Patricio County, Texas",66137,61133,915,0,1568,0
48423,"Smith County, Texas",216080,167675,39666,474,2034,0
48439,"Tarrant County, Texas",1911541,1323123,290151,9479,89033,2586
48441,"Taylor County, Texas",134117,111105,9754,360,2248,123
48451,"Tom Green County, Texas",114954,95401,5328,288,1508,0
48453,"Travis County, Texas",1120954,873603,90879,4653,65848,666
48469,"Victoria County, Texas",90028,78151,6691,94,819,0
48479,"Webb County, Texas",262495,249895,1346,977,1098,0
48485,"Wichita County, Texas",132047,105517,13736,958,2757,0
48491,"Williamson County, Texas",471014,385486,28300,1328,24163,249
49005,"Cache County, Utah",116909,104943,1151,540,2931,0
49011,"Davis County, Utah",322094,287181,4381,1294,5398,2348
49035,"Salt Lake County, Utah",1079721,881458,17559,8420,38677,17828
49049,"Utah County, Utah",551891,503330,4095,3292,8334,4901
49053,"Washington County, Utah",147800,134284,891,724,490,1019
49057,"Weber County, Utah",238519,218397,2788,1421,3375,341
50007,"Chittenden County, Vermont",159515,146832,3872,432,4420,0
51003,"Albemarle County, Virginia",103000,84518,9308,82,4009,78
51013,"Arlington County, Virginia",224906,160325,19607,1858,21316,146
51019,"Bedford County, Virginia",69825,63679,4124,192,663,0
51041,"Chesterfield County, Virginia",327745,218357,74969,997,11746,72
51059,"Fairfax County, Virginia",1130924,719245,109875,1988,206787,1000
51061,"Fauquier County, Virginia",67207,57952,5472,0,817,24
51069,"Frederick County, Virginia",81319,73360,3084,284,1220,44
51085,"Hanover County, Virginia",101330,88159,9405,96,1704,0
51087,"Henrico County, Virginia",318611,187221,93461,528,23172,186
51095,"James City County, Virginia",70516,56203,10124,0,1829,0
51107,"Loudoun County, Virginia",349679,239430,26225,1057,53186,216
51121,"Montgomery County, Virginia",96207,83794,4511,117,5532,0
51153,"Prince William County, Virginia",438580,286212,92867,1578,34150,372
51177,"Spotsylvania County, Virginia",127348,94643,19981,206,3284,0
51179,"Stafford County, Virginia",136788,97653,22602,209,3924,76
51199,"York County, Virginia",66269,51445,8577,63,3583,191
51510,"Alexandria city, Virginia",148892,96307,33626,237,9913,0
51550,"Chesapeake city, Virginia",230571,144713,68899,375,7393,163
51650,"Hampton city, Virginia",136699,58817,69903,39,2494,24
51680,"Lynchburg city, Virginia",78014,50278,21916,0,2166,60
51700,"Newport News city, Virginia",182020,93041,73712,465,6320,362
51710,"Norfolk city, Virginia",246139,119451,102683,1322,8565,36
51740,"Portsmouth city, Virginia",96205,39532,50229,282,1312,0
51760,"Richmond city, Virginia",214114,94420,102491,905,4329,64
51770,"Roanoke city, Virginia",98465,64840,26127,378,2042,511
51800,"Suffolk city, Virginia",85728,44893,35914,58,612,102
51810,"Virginia Beach city, Virginia",448479,306569,84836,1415,29786,747
53005,"Benton County, Washington",184486,142497,2367,1568,5009,146
53007,"Chelan County, Washington",73967,66472,252,653,698,324
53009,"Clallam County, Washington",72312,63621,816,3847,1549,18
53011,"Clark County, Washington",443817,375289,10319,3847,18171,2945
53015,"Cowlitz County, Washington",101860,93102,419,1546,1198,0
53021,"Franklin County, Washington",86638,65218,2007,457,1948,33
53025,"Grant County, Washington",91878,65335,513,1301,1362,49
53027,"Grays Harbor County, Washington",71078,62334,1371,3174,992,894
53029,"Island County, Washington",78801,67453,2480,873,2986,553
53033,"King County, Washington",2044449,1412338,125776,16808,313609,15693
53035,"Kitsap County, Washington",253968,208336,7069,3094,12497,2152
53041,"Lewis County, Washington",75081,68437,155,340,958,32
53053,"Pierce County, Washington",819743,613392,57552,10144,50552,11656
53057,"Skagit County, Washington",118837,102620,1019,2064,1589,459
53061,"Snohomish County, Washington",745913,591640,21133,8741,71892,3611
53063,"Spokane County, Washington",479398,429532,10380,4756,11406,1925
53067,"Thurston County, Washington",262388,215726,7928,2858,16792,550
53073,"Whatcom County, Washington",206353,176587,1660,6034,8916,383
53077,"Yakima County, Washington",247044,182076,2663,9367,3458,180
54003,"Berkeley County, West Virginia",108706,95610,7657,102,1441,369
54011,"Cabell County, West Virginia",97133,88328,4910,0,858,0
54039,"Kanawha County, West Virginia",191275,169358,7971,99,1810,0
54061,"Monongalia County, West Virginia",102274,92693,4165,67,2927,0
55009,"Brown County, Wisconsin",254586,220160,6704,5725,7589,61
55025,"Dane County, Wisconsin",509939,432983,26386,1420,26658,340
55027,"Dodge County, Wisconsin",88344,83312,1676,740,763,0
55035,"Eau Claire County, Wisconsin",101438,94669,466,588,3198,31
55039,"Fond du Lac County, Wisconsin",101798,95052,869,319,1379,0
55055,"Jefferson County, Wisconsin",84509,80246,533,108,608,0
55059,"Kenosha County, Wisconsin",167757,145419,12475,587,2178,52
55063,"La Crosse County, Wisconsin",116713,106324,1675,195,5402,0
55071,"Manitowoc County, Wisconsin",80654,76565,614,185,2117,115
55073,"Marathon County, Wisconsin",135416,124283,1008,258,7188,0
55079,"Milwaukee County, Wisconsin",956023,597548,250726,4524,35146,76
55087,"Outagamie County, Wisconsin",180345,161839,2052,3468,5649,0
55089,"Ozaukee County, Wisconsin",87054,82781,1162,181,1510,96
55097,"Portage County, Wisconsin",70380,66083,241,743,2156,18
55101,"Racine County, Wisconsin",195041,154486,21649,998,2206,0
55105,"Rock County, Wisconsin",160739,144732,5438,120,1898,0
55109,"St. Croix County, Wisconsin",85930,82888,936,414,456,0
55117,"Sheboygan County, Wisconsin",114922,103540,788,356,5663,0
55127,"Walworth County, Wisconsin",102945,96848,1060,186,1066,85
55131,"Washington County, Wisconsin",132739,127424,1374,145,1778,0
55133,"Waukesha County, Wisconsin",393843,365759,4954,576,11647,127
55139,"Winnebago County, Wisconsin",169541,157303,2788,997,4352,92
55141,"Wood County, Wisconsin",73959,69904,394,592,1519,0
56021,"Laramie County, Wyoming",95809,84321,3245,365,1704,21
56025,"Natrona County, Wyoming",80973,74143,360,1036,745,0
